gameid,side,teamname,teamid,result,firstblood,team kpm,firstdragon,firstherald,firstbaron,firsttower
10945-10945_game_1,Blue,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,1,0.0,0.4871,,,,
10945-10945_game_1,Red,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,0,1.0,0.1083,,,,
10940-10940_game_3,Blue,EDG Youth Team,oe:team:6a04b6d8daa2cb0c623e81db686de40,1,1.0,0.5461,,,,
10940-10940_game_3,Red,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,0,0.0,0.1456,,,,
LOLTMNT01_79734,Blue,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,0,1.0,0.4665,0.0,1.0,0.0,1.0
LOLTMNT01_79734,Red,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,1,0.0,0.5831,1.0,0.0,1.0,0.0
10945-10945_game_2,Blue,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,0,0.0,0.0403,,,,
10945-10945_game_2,Red,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,1,1.0,0.4435,,,,
10945-10945_game_3,Blue,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,1,0.0,0.2256,,,,
10945-10945_game_3,Red,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,0,1.0,0.1289,,,,
LOLTMNT01_80367,Blue,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1,0.0,0.7339,0.0,1.0,1.0,0.0
LOLTMNT01_80367,Red,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,0,1.0,0.499,1.0,0.0,0.0,1.0
10945-10945_game_4,Blue,Oh My God,oe:team:f4c4528c6981e104a11ea7548630c23,0,0.0,0.3191,,,,
10945-10945_game_4,Red,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,1,1.0,0.3482,,,,
LOLTMNT01_79752,Blue,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,0,0.0,0.1871,1.0,0.0,0.0,0.0
LOLTMNT01_79752,Red,Fukuoka SoftBank HAWKS gaming,oe:team:d8ca3fc1f0827ec76369af7b70d43e3,1,1.0,0.4211,0.0,0.0,1.0,1.0
LOLTMNT05_28439,Blue,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,0,0.0,0.1695,0.0,0.0,0.0,0.0
LOLTMNT05_28439,Red,Team BDS,oe:team:7338408a0fe0217451d2c9a567db999,1,1.0,0.2825,1.0,1.0,1.0,1.0
LOLTMNT05_28459,Blue,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,0,0.0,0.1198,1.0,1.0,0.0,0.0
LOLTMNT05_28459,Red,Team BDS,oe:team:7338408a0fe0217451d2c9a567db999,1,1.0,0.7186,0.0,0.0,1.0,1.0
LOLTMNT01_80400,Blue,LOUD,oe:team:658a021a796aa5501503220adb38cf4,1,1.0,0.3974,0.0,1.0,1.0,1.0
LOLTMNT01_80400,Red,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,0,0.0,0.1325,1.0,0.0,0.0,0.0
LOLTMNT05_28460,Blue,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,1.0,0.5694,0.0,1.0,1.0,1.0
LOLTMNT05_28460,Red,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,0,0.0,0.3203,1.0,0.0,0.0,0.0
LOLTMNT01_79786,Blue,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,0,0.0,0.2929,0.0,1.0,0.0,1.0
LOLTMNT01_79786,Red,LOUD,oe:team:658a021a796aa5501503220adb38cf4,1,1.0,0.6955,1.0,0.0,1.0,0.0
LOLTMNT05_27428,Blue,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,0,1.0,0.4145,0.0,1.0,1.0,1.0
LOLTMNT05_27428,Red,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,0.0,0.4782,1.0,0.0,0.0,0.0
LOLTMNT01_79792,Blue,LOUD,oe:team:658a021a796aa5501503220adb38cf4,1,1.0,0.4667,0.0,1.0,1.0,1.0
LOLTMNT01_79792,Red,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,0,0.0,0.28,1.0,0.0,0.0,0.0
LOLTMNT01_79815,Blue,FlyQuest,oe:team:2e66da41dc460dd378e3bcc57042d31,0,0.0,0.0392,0.0,0.0,0.0,0.0
LOLTMNT01_79815,Red,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,1,1.0,0.7446,1.0,1.0,1.0,1.0
LOLTMNT01_80449,Blue,FlyQuest,oe:team:2e66da41dc460dd378e3bcc57042d31,1,0.0,0.7317,0.0,1.0,0.0,1.0
LOLTMNT01_80449,Red,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,0,1.0,0.4656,1.0,0.0,1.0,0.0
LOLTMNT01_80451,Blue,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,1,1.0,0.452,1.0,1.0,1.0,1.0
LOLTMNT01_80451,Red,FlyQuest,oe:team:2e66da41dc460dd378e3bcc57042d31,0,0.0,0.1808,0.0,0.0,0.0,0.0
LOLTMNT01_79828,Blue,FlyQuest,oe:team:2e66da41dc460dd378e3bcc57042d31,0,1.0,0.2776,1.0,1.0,0.0,0.0
LOLTMNT01_79828,Red,Team Liquid,oe:team:8eb884e168f28402ce685bedebb5250,1,0.0,0.7095,0.0,0.0,1.0,1.0
LOLTMNT02_68127,Blue,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,1,0.0,0.4843,1.0,0.0,0.0,1.0
LOLTMNT02_68127,Red,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,0,1.0,0.2564,0.0,1.0,1.0,0.0
LOLTMNT02_69107,Blue,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,1,1.0,0.7493,1.0,0.0,1.0,0.0
LOLTMNT02_69107,Red,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,0,0.0,0.3596,0.0,1.0,0.0,1.0
10941-10941_game_1,Blue,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,0,1.0,0.3109,,,,
10941-10941_game_1,Red,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,1,0.0,0.6528,,,,
LOLTMNT02_68138,Blue,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,1,1.0,0.6106,1.0,1.0,1.0,1.0
LOLTMNT02_68138,Red,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,0,0.0,0.1928,0.0,0.0,0.0,0.0
10941-10941_game_2,Blue,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,0,0.0,0.3243,,,,
10941-10941_game_2,Red,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,1,1.0,0.6486,,,,
10946-10946_game_1,Blue,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,1.0,0.5022,,,,
10946-10946_game_1,Red,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,0.0,0.2344,,,,
LOLTMNT02_69114,Blue,Nongshim Esports Academy,oe:team:7c64febcd5ccff13dcd035dc6867a00,0,0.0,0.2887,0.0,1.0,0.0,0.0
LOLTMNT02_69114,Red,KT Rolster Challengers,oe:team:b9733b8e8aa341319bbaf1035198a28,1,1.0,0.5486,1.0,0.0,1.0,1.0
10941-10941_game_3,Blue,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,0.0,0.7071,,,,
10941-10941_game_3,Red,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,0,1.0,0.4798,,,,
10946-10946_game_2,Blue,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,1.0,0.8432,,,,
10946-10946_game_2,Red,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,0.0,0.1349,,,,
10946-10946_game_3,Blue,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,1,0.0,0.4878,,,,
10946-10946_game_3,Red,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,1.0,0.1876,,,,
10941-10941_game_4,Blue,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,0,0.0,0.2952,,,,
10941-10941_game_4,Red,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,1.0,0.6561,,,,
10946-10946_game_4,Blue,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,1.0,0.1454,,,,
10946-10946_game_4,Red,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,1,0.0,0.4154,,,,
10941-10941_game_5,Blue,LGD Gaming Young Team,oe:team:6100f2588a65a71921d4f8ee206d94e,0,0.0,0.0645,,,,
10941-10941_game_5,Red,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,1.0,0.4514,,,,
10946-10946_game_5,Blue,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,0.0,0.3638,,,,
10946-10946_game_5,Red,Invictus Gaming,oe:team:53a258f289c26d94431c0496a54e151,0,1.0,0.1654,,,,
LOLTMNT05_27462,Blue,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,1,1.0,0.4847,1.0,0.0,1.0,0.0
LOLTMNT05_27462,Red,Team BDS,oe:team:7338408a0fe0217451d2c9a567db999,0,0.0,0.2262,0.0,1.0,0.0,1.0
LOLTMNT05_28507,Blue,Team BDS,oe:team:7338408a0fe0217451d2c9a567db999,1,0.0,0.6413,0.0,0.0,1.0,1.0
LOLTMNT05_28507,Red,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,0,1.0,0.3207,1.0,1.0,0.0,0.0
LOLTMNT05_27471,Blue,Team Vitality,oe:team:e8d8ae992fe72acb7adc7bfcee31dbb,0,0.0,0.3516,0.0,1.0,0.0,1.0
LOLTMNT05_27471,Red,Team BDS,oe:team:7338408a0fe0217451d2c9a567db999,1,1.0,0.498,1.0,0.0,1.0,0.0
LOLTMNT05_27480,Blue,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,0,1.0,0.2731,0.0,0.0,0.0,0.0
LOLTMNT05_27480,Red,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,0.0,1.0533,1.0,1.0,1.0,1.0
LOLTMNT05_27483,Blue,G2 Esports,oe:team:7d6673d3a9d00363c6bebc1a630da6e,1,1.0,0.8544,1.0,1.0,0.0,1.0
LOLTMNT05_27483,Red,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,0,0.0,0.4747,0.0,0.0,0.0,0.0
LOLTMNT02_69234,Blue,LOUD Academy,oe:team:611801d741d02f705ab3433a71ce43f,1,1.0,0.9753,0.0,1.0,1.0,1.0
LOLTMNT02_69234,Red,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,0,0.0,0.5072,1.0,0.0,0.0,0.0
LOLTMNT02_68270,Blue,LOUD Academy,oe:team:611801d741d02f705ab3433a71ce43f,1,1.0,0.8059,1.0,1.0,1.0,1.0
LOLTMNT02_68270,Red,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,0,0.0,0.1465,0.0,0.0,0.0,0.0
LOLTMNT02_68275,Blue,Liberty Academy,oe:team:0de5bc0ac90e504b773c2d2d09edc81,0,1.0,0.4249,0.0,0.0,0.0,0.0
LOLTMNT02_68275,Red,LOUD Academy,oe:team:611801d741d02f705ab3433a71ce43f,1,0.0,1.0623,1.0,1.0,1.0,1.0
LOLTMNT01_81037,Blue,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,1.0,0.531,0.0,0.0,1.0,0.0
LOLTMNT01_81037,Red,Maryville University,oe:team:9336ce46babf314b50e3a103506ae0a,0,0.0,0.2124,1.0,1.0,0.0,1.0
LOLTMNT01_81053,Blue,Maryville University,oe:team:9336ce46babf314b50e3a103506ae0a,0,0.0,0.3011,1.0,0.0,0.0,0.0
LOLTMNT01_81053,Red,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,1.0,0.7152,0.0,1.0,1.0,1.0
LOLTMNT02_69285,Blue,PÊEK Gaming,oe:team:db4e98d03fec12b08cb7a80b739c446,0,1.0,0.1829,0.0,1.0,0.0,0.0
LOLTMNT02_69285,Red,Tomorrow Esports,oe:team:65f7d8b9f9b44f3476f64abf64c3c19,1,0.0,0.7683,1.0,0.0,1.0,1.0
LOLTMNT01_81057,Blue,Maryville University,oe:team:9336ce46babf314b50e3a103506ae0a,0,0.0,0.1139,0.0,0.0,0.0,0.0
LOLTMNT01_81057,Red,FlyQuest Challengers,oe:team:51d0aa927d8d8ce1af41a5582770356,1,1.0,0.5696,1.0,1.0,1.0,1.0
LOLTMNT02_68319,Blue,unknown team,,0,1.0,0.2063,1.0,0.0,0.0,0.0
LOLTMNT02_68319,Red,Osaka,oe:team:0d70a380fe641d8206c6d43c185b9c2,1,0.0,0.8666,0.0,1.0,1.0,1.0
LOLTMNT02_68326,Blue,DSC3V,oe:team:bf7163477e0f18c36e46e90f61e0175,0,0.0,0.3134,1.0,1.0,1.0,0.0
LOLTMNT02_68326,Red,Fuego,oe:team:0f0f407ca567fc73cc83d541ef45731,1,1.0,0.7661,0.0,0.0,0.0,1.0
LOLTMNT02_68336,Blue,Waia Snikt,oe:team:4aaf7ff9e32dc4fee354958c19ba481,1,0.0,0.5538,1.0,0.0,1.0,0.0
LOLTMNT02_68336,Red,unknown team,,0,1.0,0.3323,0.0,1.0,0.0,1.0
LOLTMNT02_69340,Blue,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,0,0.0,0.4518,1.0,0.0,0.0,0.0
LOLTMNT02_69340,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,1,1.0,0.3313,0.0,1.0,1.0,1.0
LOLTMNT02_69345,Blue,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,1,1.0,0.3571,0.0,1.0,1.0,0.0
LOLTMNT02_69345,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,0,0.0,0.1623,1.0,0.0,0.0,1.0
10942-10942_game_1,Blue,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,1.0,0.2277,,,,
10942-10942_game_1,Red,EDG Youth Team,oe:team:6a04b6d8daa2cb0c623e81db686de40,1,0.0,0.5977,,,,
LOLTMNT02_69346,Blue,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,1,1.0,0.4902,0.0,0.0,0.0,1.0
LOLTMNT02_69346,Red,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,0,0.0,0.2451,1.0,1.0,0.0,0.0
10942-10942_game_2,Blue,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,1.0,0.2292,,,,
10942-10942_game_2,Red,EDG Youth Team,oe:team:6a04b6d8daa2cb0c623e81db686de40,1,0.0,0.7638,,,,
10947-10947_game_1,Blue,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,0,1.0,0.1182,,,,
10947-10947_game_1,Red,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,1,0.0,0.2069,,,,
LOLTMNT02_69350,Blue,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,0,1.0,0.2839,1.0,1.0,1.0,0.0
LOLTMNT02_69350,Red,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,1,0.0,0.4967,0.0,0.0,0.0,1.0
10942-10942_game_3,Blue,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,1.0,0.1823,,,,
10942-10942_game_3,Red,EDG Youth Team,oe:team:6a04b6d8daa2cb0c623e81db686de40,1,0.0,0.4557,,,,
10947-10947_game_2,Blue,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,1,1.0,0.7317,,,,
10947-10947_game_2,Red,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,0,0.0,0.2787,,,,
10947-10947_game_3,Blue,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,0,1.0,0.2201,,,,
10947-10947_game_3,Red,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,1,0.0,0.3459,,,,
10947-10947_game_4,Blue,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,1,1.0,0.6599,,,,
10947-10947_game_4,Red,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,0,0.0,0.2475,,,,
10947-10947_game_5,Blue,Team WE,oe:team:62c1cd9465dc63824593ee5046f5aa8,0,0.0,0.1748,,,,
10947-10947_game_5,Red,Ninjas in Pyjamas,oe:team:48d7941ccbd5b89aca46c57b0c2f8fb,1,1.0,0.3496,,,,
LOLTMNT05_27504,Blue,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,0,0.0,0.2703,0.0,0.0,0.0,0.0
LOLTMNT05_27504,Red,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,1,1.0,0.6419,1.0,1.0,0.0,1.0
LOLTMNT01_81164,Blue,Erfolg Esports,oe:team:4103ef051074f24e9566d1b7443c3fb,1,0.0,0.8739,0.0,1.0,1.0,0.0
LOLTMNT01_81164,Red,Dogs of War,oe:team:af24033a2661b669199622e8ef9578f,0,1.0,0.4034,1.0,0.0,0.0,1.0
LOLTMNT01_81176,Blue,Dogs of War,oe:team:af24033a2661b669199622e8ef9578f,0,1.0,0.3905,0.0,0.0,0.0,1.0
LOLTMNT01_81176,Red,Erfolg Esports,oe:team:4103ef051074f24e9566d1b7443c3fb,1,0.0,1.0738,1.0,1.0,1.0,0.0
LOLTMNT05_28530,Blue,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,0,0.0,0.1298,0.0,1.0,0.0,0.0
LOLTMNT05_28530,Red,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,1,1.0,0.4867,1.0,0.0,1.0,1.0
LOLTMNT01_80838,Blue,Erfolg Esports,oe:team:4103ef051074f24e9566d1b7443c3fb,1,0.0,0.6782,0.0,1.0,1.0,1.0
LOLTMNT01_80838,Red,Dogs of War,oe:team:af24033a2661b669199622e8ef9578f,0,1.0,0.2855,1.0,0.0,0.0,0.0
LOLTMNT05_27505,Blue,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,0,0.0,0.0723,1.0,1.0,0.0,1.0
LOLTMNT05_27505,Red,Team Heretics,oe:team:1285e1c04d54de96502f12da4d49458,1,1.0,0.434,0.0,0.0,1.0,0.0
LOLTMNT05_28531,Blue,GiantX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,1,1.0,0.667,1.0,0.0,1.0,1.0
LOLTMNT05_28531,Red,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,0,0.0,0.1906,0.0,1.0,0.0,0.0
LOLTMNT05_27512,Blue,GiantX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,0,1.0,0.0743,0.0,0.0,0.0,0.0
LOLTMNT05_27512,Red,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,1,0.0,0.4827,1.0,1.0,1.0,1.0
LOLTMNT02_69457,Blue,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,1,0.0,0.5005,0.0,1.0,1.0,1.0
LOLTMNT02_69457,Red,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,0,1.0,0.3441,1.0,0.0,0.0,0.0
LOLTMNT05_27513,Blue,MAD Lions KOI,oe:team:6a0084dacefb228be863fbb64cefe11,1,1.0,0.4977,0.0,1.0,0.0,1.0
LOLTMNT05_27513,Red,GiantX,oe:team:6cd05f0ac20bfb965a59dc8bcc4f184,0,0.0,0.1935,1.0,0.0,1.0,0.0
LOLTMNT02_69472,Blue,KaBuM! Academy,oe:team:5fa7169f2a9ba7a17a9ce3afd59643d,1,1.0,0.6576,0.0,1.0,1.0,1.0
LOLTMNT02_69472,Red,RED Academy,oe:team:391e50581a00cea9f06b2d845b4de05,0,0.0,0.1879,1.0,0.0,0.0,0.0
LOLTMNT02_68492,Blue,WAP Esports,oe:team:65140c73015d004b0456fb43ba373a4,1,1.0,0.6977,1.0,1.0,1.0,1.0
LOLTMNT02_68492,Red,Eclipse Gaming,oe:team:df307a715ef3aff2837cf96bfa86685,0,0.0,0.2415,0.0,0.0,0.0,0.0
LOLTMNT02_68504,Blue,Meta Gaming,oe:team:541d18c9fef51d35e84731aeff4fc70,0,1.0,0.2863,0.0,1.0,0.0,1.0
LOLTMNT02_68504,Red,Undead Gaming,oe:team:22e3ecae7af241c9c5be021c855885e,1,0.0,0.509,1.0,0.0,1.0,0.0
LOLTMNT02_69509,Blue,Blue Otter,oe:team:009345cfebfe411229f8fad11210219,1,1.0,0.5198,0.0,1.0,1.0,1.0
LOLTMNT02_69509,Red,Winthrop University,oe:team:333ba9fefa87eda14bd32c5420d7002,0,0.0,0.2462,1.0,0.0,0.0,0.0
LOLTMNT02_68514,Blue,PRIMATE,oe:team:5d09f3012c419e96c75321094d349ab,1,1.0,0.6024,1.0,1.0,1.0,1.0
LOLTMNT02_68514,Red,Furious Gaming,oe:team:6414602bd3443e9f8c3aae5c73bbc5a,0,0.0,0.2008,0.0,0.0,0.0,0.0
LOLTMNT02_68517,Blue,Blue Otter,oe:team:009345cfebfe411229f8fad11210219,0,0.0,0.0833,0.0,0.0,0.0,0.0
LOLTMNT02_68517,Red,Winthrop University,oe:team:333ba9fefa87eda14bd32c5420d7002,1,1.0,0.8328,1.0,1.0,1.0,1.0
LOLTMNT02_69514,Blue,Malvinas Gaming,oe:team:d5772fdb1ae7fcc8046fa2e056a8715,1,1.0,0.2877,0.0,1.0,0.0,1.0
LOLTMNT02_69514,Red,Spectacled Bears,oe:team:9aa855d087642f20ad7e3a7ae5c8251,0,0.0,0.3984,1.0,0.0,1.0,0.0
LOLTMNT02_68522,Blue,Winthrop University,oe:team:333ba9fefa87eda14bd32c5420d7002,1,0.0,0.6633,0.0,1.0,1.0,1.0
LOLTMNT02_68522,Red,Blue Otter,oe:team:009345cfebfe411229f8fad11210219,0,1.0,0.392,1.0,0.0,0.0,0.0
LOLTMNT02_69522,Blue,CCG Esports,oe:team:048e91c09583c84485494a087471c3f,0,1.0,0.454,0.0,1.0,0.0,0.0
LOLTMNT02_69522,Red,University of Mississippi,oe:team:391f687ddcec222d212baa6d079c5b6,1,0.0,0.5735,1.0,0.0,1.0,1.0
LOLTMNT02_68528,Blue,CCG Esports,oe:team:048e91c09583c84485494a087471c3f,1,1.0,1.1667,1.0,1.0,1.0,1.0
LOLTMNT02_68528,Red,University of Mississippi,oe:team:391f687ddcec222d212baa6d079c5b6,0,0.0,0.4167,0.0,0.0,0.0,0.0
LOLTMNT02_68530,Blue,University of Mississippi,oe:team:391f687ddcec222d212baa6d079c5b6,0,1.0,0.4167,0.0,0.0,0.0,1.0
LOLTMNT02_68530,Red,CCG Esports,oe:team:048e91c09583c84485494a087471c3f,1,0.0,0.9615,1.0,1.0,1.0,0.0
LOLTMNT02_69557,Blue,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,0.0,0.3441,0.0,0.0,0.0,1.0
LOLTMNT02_69557,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,1.0,0.1564,1.0,1.0,0.0,0.0
LOLTMNT02_68560,Blue,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.6223,0.0,1.0,1.0,1.0
LOLTMNT02_68560,Red,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,0.0,0.2546,1.0,0.0,0.0,0.0
10943-10943_game_1,Blue,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,0.0,0.4499,,,,
10943-10943_game_1,Red,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,1.0,0.4049,,,,
LOLTMNT02_69562,Blue,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,0.0,0.3791,1.0,0.0,0.0,1.0
LOLTMNT02_69562,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,1.0,0.2528,0.0,1.0,1.0,0.0
LOLTMNT01_81302,Blue,Vikings Esports,oe:team:cf86fb7851143579fd719251377c444,1,1.0,0.6113,1.0,1.0,1.0,0.0
LOLTMNT01_81302,Red,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,0,0.0,0.3668,0.0,0.0,0.0,1.0
10948-10948_game_1,Blue,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,0,1.0,0.19,,,,
10948-10948_game_1,Red,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,0.0,0.6242,,,,
10943-10943_game_2,Blue,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,0.0,0.436,,,,
10943-10943_game_2,Red,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,1.0,0.6395,,,,
LOLTMNT02_69563,Blue,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,1,1.0,0.2365,0.0,0.0,1.0,1.0
LOLTMNT02_69563,Red,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,0,0.0,0.2102,1.0,1.0,0.0,0.0
LOLTMNT01_81306,Blue,Vikings Esports,oe:team:cf86fb7851143579fd719251377c444,1,0.0,0.646,1.0,0.0,1.0,1.0
LOLTMNT01_81306,Red,GAM Esports,oe:team:9cae7677cd0dbcc1cd86653870b73c2,0,1.0,0.4038,0.0,1.0,0.0,0.0
10943-10943_game_3,Blue,FunPlus Phoenix Blaze,oe:team:68d9c4b067b3b6d5f3d5e4b1adc9f6e,0,0.0,0.3005,,,,
10943-10943_game_3,Red,Invictus Gaming Young,oe:team:01c9a45038d103935dc69490914f530,1,1.0,0.5108,,,,
10948-10948_game_2,Blue,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,0,0.0,0.1808,,,,
10948-10948_game_2,Red,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,1.0,0.5424,,,,
LOLTMNT02_69570,Blue,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,1,1.0,0.4649,0.0,1.0,1.0,0.0
LOLTMNT02_69570,Red,Dplus KIA,oe:team:2a247555001e6364757f171f158f997,0,0.0,0.3282,1.0,0.0,0.0,1.0
10948-10948_game_3,Blue,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,1,0.0,0.3857,,,,
10948-10948_game_3,Red,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,1.0,0.2455,,,,
10948-10948_game_4,Blue,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,0,0.0,0.0,,,,
10948-10948_game_4,Red,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,1,1.0,0.5607,,,,
10948-10948_game_5,Blue,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,0,0.0,0.1672,,,,
10948-10948_game_5,Red,Weibo Gaming,oe:team:606c6ac695907af3823ee6405c58ff1,1,1.0,0.3344,,,,
LOLTMNT04_33218,Blue,MHSC Esport,oe:team:91b2523df100990f9ca59be20dc3244,0,1.0,0.4677,0.0,1.0,0.0,0.0
