gameid,Bluetopgp,Bluetopwr,Bluetopkda,result,Redtopgp,Redtopwr,Redtopkda,Bluejngp,Bluejngwr,Bluejngkda,Redjnggp,Redjngwr,Redjngkda,Bluemidgp,Bluemidwr,Bluemidkda,Redmidgp,Redmidwr,Redmidkda,Bluebotgp,Bluebotwr,Bluebotkda,Redbotgp,Redbotwr,Redbotkda,Bluesupgp,Bluesupwr,Bluesupkda,Redsupgp,Redsupwr,Redsupkda
LOLTMNT01_55979,12.0,0.58,1.25,0.0,9.0,0.67,0.0,15.0,0.6,0.0,2.0,1.0,6.0,7.0,0.43,1.33,13.0,0.62,0.5,8.0,0.62,3.0,4.0,0.5,0.0,2.0,0.5,0.0,1.0,1.0,0.25
LOLTMNT01_56839,11.0,0.36,0.25,1.0,2.0,0.5,1.0,6.0,0.5,0.2,12.0,0.83,0.67,3.0,0.67,6.0,9.0,0.56,3.0,9.0,0.78,0.2,6.0,0.5,1.0,7.0,0.43,0.0,5.0,0.2,0.5
LOLTMNT01_57014,11.0,0.55,0.4,0.0,8.0,0.38,2.0,1.0,0.0,0.6,3.0,0.33,1.0,7.0,0.43,1.33,13.0,0.62,0.5,8.0,0.62,3.0,4.0,0.5,0.0,5.0,0.0,0.0,4.0,0.5,0.14
LOLTMNT01_57018,4.0,0.75,3.0,1.0,25.0,0.56,1.0,9.0,0.67,3.0,13.0,0.54,0.25,13.0,0.38,0.5,3.0,0.33,1.0,2.0,1.0,3.0,4.0,0.25,0.6,7.0,0.71,4.0,7.0,0.29,0.0
LOLTMNT01_56859,6.0,0.83,0.5,0.0,2.0,1.0,1.5,12.0,0.83,0.67,6.0,0.33,9.0,4.0,0.5,9.0,11.0,0.55,1.5,19.0,0.68,1.5,8.0,0.62,0.5,12.0,0.5,0.0,8.0,0.38,0.17
LOLTMNT01_57039,2.0,0.5,3.33,0.0,9.0,0.67,0.6,2.0,0.5,1.5,8.0,0.75,1.0,4.0,0.0,0.2,10.0,0.8,10.0,2.0,0.0,1.0,4.0,0.5,5.0,2.0,0.0,0.0,12.0,0.5,0.5
LOLTMNT01_56867,14.0,0.43,4.0,1.0,25.0,0.56,1.0,3.0,0.67,0.5,6.0,0.5,0.0,9.0,0.56,4.0,14.0,0.57,2.0,2.0,1.0,3.0,9.0,0.44,4.0,7.0,0.71,4.0,7.0,0.29,0.0
LOLTMNT01_57060,1.0,1.0,0.5,1.0,3.0,0.0,0.0,8.0,0.75,1.0,2.0,0.0,1.33,10.0,0.8,10.0,4.0,0.0,0.2,2.0,0.5,0.67,2.0,0.0,3.0,1.0,1.0,1.0,3.0,0.33,0.0
LOLTMNT01_57068,8.0,1.0,5.0,1.0,7.0,0.43,0.67,6.0,0.83,1.0,5.0,0.0,0.0,10.0,0.5,0.0,2.0,0.0,1.67,8.0,0.75,3.0,6.0,0.33,1.0,2.0,1.0,0.0,1.0,0.0,0.33
LOLTMNT01_56898,9.0,0.22,0.0,0.0,17.0,0.82,2.0,12.0,0.42,1.0,9.0,0.78,3.0,10.0,0.6,1.0,13.0,0.92,6.0,7.0,0.57,9.0,7.0,1.0,2.0,9.0,0.67,3.0,7.0,1.0,1.0
LOLTMNT01_56909,6.0,0.33,0.67,0.0,6.0,0.17,0.5,1.0,0.0,0.4,4.0,0.25,0.25,3.0,0.0,5.0,6.0,0.33,3.0,3.0,0.67,7.0,10.0,0.2,0.5,4.0,0.5,0.33,3.0,0.33,0.0
LOLTMNT01_57111,6.0,0.17,0.5,0.0,2.0,1.0,4.0,5.0,0.0,1.0,5.0,0.6,2.0,4.0,0.0,0.0,7.0,0.71,0.0,1.0,0.0,0.0,2.0,0.5,5.0,1.0,0.0,0.0,1.0,1.0,1.0
LOLTMNT01_57117,12.0,0.67,1.0,1.0,11.0,0.27,0.33,10.0,0.7,1.0,8.0,0.0,0.5,3.0,0.67,2.0,2.0,0.5,0.5,4.0,1.0,3.0,2.0,0.5,6.0,5.0,1.0,0.0,5.0,0.2,0.0
LOLTMNT01_57128,8.0,0.62,1.0,1.0,1.0,0.0,0.0,4.0,0.25,4.0,2.0,0.0,2.0,6.0,0.33,0.14,1.0,0.0,0.33,3.0,0.67,7.0,10.0,0.2,0.5,4.0,0.5,0.33,4.0,0.0,0.0
LOLTMNT01_57141,13.0,0.23,0.5,0.0,1.0,1.0,1.5,2.0,0.0,0.0,10.0,0.7,1.0,8.0,0.25,0.75,4.0,1.0,3.0,7.0,0.43,0.5,4.0,1.0,3.0,13.0,0.38,0.0,4.0,0.5,2.0
LOLTMNT01_56981,10.0,0.5,1.33,1.0,7.0,0.43,0.75,2.0,1.0,2.0,5.0,0.6,0.67,3.0,0.67,4.0,3.0,0.33,1.0,1.0,1.0,0.0,6.0,0.5,3.0,5.0,0.2,0.0,9.0,0.44,0.0
LOLTMNT01_57193,6.0,1.0,1.5,1.0,10.0,0.5,1.33,8.0,0.62,12.0,4.0,0.0,1.0,6.0,0.67,2.0,3.0,0.67,4.0,8.0,0.88,2.0,1.0,0.0,0.2,3.0,0.67,2.0,5.0,0.2,0.0
LOLTMNT01_57206,3.0,0.0,0.0,0.0,8.0,0.5,1.0,2.0,0.0,0.5,5.0,0.6,0.67,3.0,0.0,0.67,1.0,1.0,11.0,5.0,0.4,0.33,8.0,0.88,2.0,5.0,0.4,0.14,5.0,0.4,1.5
LOLTMNT04_26596,8.0,0.75,6.0,1.0,4.0,0.0,1.67,3.0,0.67,2.0,2.0,0.0,0.25,2.0,0.5,11.0,2.0,0.0,0.5,6.0,0.83,5.0,4.0,0.0,1.0,2.0,1.0,0.5,1.0,0.0,0.0
LOLTMNT04_26612,1.0,0.0,0.5,0.0,6.0,0.67,2.0,1.0,0.0,2.5,2.0,1.0,0.0,5.0,0.2,2.0,8.0,0.75,7.0,2.0,0.0,1.67,6.0,0.67,0.5,5.0,0.4,0.0,3.0,1.0,0.75
LOLTMNT04_26608,1.0,1.0,3.5,1.0,5.0,0.0,1.33,7.0,0.43,1.0,2.0,0.0,0.67,4.0,0.75,1.0,1.0,0.0,0.8,3.0,0.67,6.0,5.0,0.0,1.0,1.0,1.0,0.12,2.0,0.0,0.12
LOLTMNT01_57261,11.0,0.64,1.5,1.0,1.0,0.0,0.67,4.0,0.75,0.75,3.0,0.0,2.67,5.0,0.8,1.25,5.0,0.2,0.25,3.0,1.0,4.0,1.0,0.0,0.6,7.0,0.71,0.0,3.0,0.67,0.5
LOLTMNT04_27603,3.0,0.33,0.4,1.0,2.0,0.5,0.75,8.0,0.75,2.5,3.0,0.67,3.5,3.0,0.33,5.0,3.0,0.33,11.0,8.0,0.25,0.6,1.0,0.0,0.5,2.0,1.0,2.0,2.0,0.0,0.25
LOLTMNT04_27601,7.0,0.57,0.5,0.0,5.0,0.8,0.6,3.0,0.0,0.0,3.0,0.33,0.75,6.0,0.33,1.0,4.0,0.75,3.0,9.0,0.33,0.6,5.0,0.2,1.0,1.0,0.0,0.0,8.0,0.38,0.0
LOLTMNT01_58070,4.0,0.25,0.67,0.0,3.0,0.67,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.67,1.0,1.0,3.0,3.0,0.33,0.5,2.0,0.5,1.0,4.0,0.25,0.2,3.0,0.33,0.2
LOLTMNT01_57282,6.0,0.33,1.0,1.0,4.0,0.5,0.86,3.0,0.67,3.5,4.0,0.75,1.67,7.0,0.57,3.33,5.0,0.8,2.0,9.0,0.56,1.0,1.0,0.0,0.67,2.0,1.0,4.0,9.0,0.56,1.0
LOLTMNT04_26626,4.0,0.5,6.0,1.0,3.0,0.67,0.17,2.0,0.5,0.33,3.0,0.33,0.6,6.0,0.83,2.0,1.0,0.0,1.0,1.0,1.0,7.0,2.0,0.0,0.6,2.0,0.5,0.0,2.0,0.0,0.33
LOLTMNT01_58103,7.0,1.0,3.0,1.0,2.0,0.5,0.25,5.0,0.6,3.5,1.0,0.0,1.0,4.0,0.75,1.5,2.0,0.5,2.0,1.0,1.0,6.0,2.0,0.5,3.0,4.0,0.75,1.0,8.0,0.62,0.0
LOLTMNT01_58096,3.0,1.0,7.0,1.0,2.0,0.0,0.4,3.0,0.67,0.0,1.0,0.0,0.14,1.0,1.0,5.0,1.0,0.0,0.0,3.0,1.0,0.75,1.0,0.0,4.0,5.0,0.6,0.0,1.0,0.0,0.25
LOLTMNT04_27610,3.0,0.67,0.0,1.0,6.0,0.67,3.0,2.0,1.0,0.8,6.0,0.83,9.0,3.0,0.67,1.33,4.0,0.5,6.0,7.0,0.71,4.25,1.0,0.0,0.57,4.0,0.75,0.5,7.0,0.57,0.17
LOLTMNT04_27612,6.0,0.83,3.0,1.0,2.0,0.5,8.0,4.0,1.0,5.0,3.0,0.33,0.4,5.0,0.8,0.5,3.0,0.33,3.0,5.0,0.6,8.0,4.0,0.25,8.0,7.0,1.0,0.5,2.0,0.5,0.0
LOLTMNT04_27614,1.0,1.0,6.0,1.0,1.0,0.0,0.0,6.0,0.67,5.0,4.0,0.5,3.75,2.0,1.0,5.0,6.0,0.33,0.25,4.0,0.5,2.0,1.0,0.0,0.14,1.0,1.0,1.0,2.0,0.0,0.17
LOLTMNT04_27615,5.0,0.4,0.0,1.0,3.0,0.0,0.25,3.0,0.33,1.0,1.0,0.0,0.0,3.0,0.67,0.6,3.0,0.33,2.0,1.0,1.0,3.0,4.0,0.25,0.67,2.0,0.5,0.0,1.0,0.0,0.0
LOLTMNT01_57288,1.0,1.0,0.5,1.0,4.0,0.0,0.0,2.0,0.5,1.5,1.0,0.0,3.0,3.0,0.33,1.0,1.0,0.0,0.0,5.0,0.8,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.5
LOLTMNT01_58121,3.0,1.0,4.0,1.0,1.0,0.0,0.0,4.0,1.0,4.0,4.0,0.25,0.33,3.0,1.0,5.0,5.0,0.4,2.0,1.0,1.0,5.0,4.0,0.25,1.0,1.0,1.0,0.5,2.0,0.5,0.0
LOLTMNT01_57300,5.0,0.8,3.0,1.0,2.0,0.0,0.2,5.0,1.0,0.67,2.0,0.0,0.5,2.0,1.0,4.0,2.0,0.0,1.25,6.0,0.83,1.25,1.0,0.0,0.0,7.0,0.71,0.2,1.0,0.0,2.0
LOLTMNT01_58120,3.0,0.67,6.0,0.0,5.0,0.8,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.8,3.0,0.67,0.8,3.0,0.67,1.0,2.0,1.0,10.0,2.0,0.5,0.33,4.0,1.0,0.29
LOLTMNT04_26635,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.33,2.0,0.5,3.0,2.0,0.5,9.0,1.0,1.0,8.0,1.0,0.0,0.75,4.0,0.5,0.25,3.0,0.67,10.0,3.0,0.67,0.75
LOLTMNT04_27623,7.0,0.71,0.75,0.0,3.0,1.0,4.5,2.0,0.0,0.0,1.0,1.0,0.5,2.0,0.5,10.0,4.0,1.0,7.0,3.0,0.67,2.0,1.0,1.0,3.0,7.0,0.57,0.33,5.0,0.6,0.0
LOLTMNT04_27622,5.0,0.8,1.0,1.0,2.0,0.5,2.0,7.0,0.71,0.67,5.0,0.4,2.0,4.0,0.25,0.0,3.0,0.33,0.62,2.0,0.5,13.0,7.0,0.71,1.67,3.0,0.67,0.0,3.0,0.0,0.2
LOLTMNT04_27621,7.0,0.57,8.0,1.0,2.0,0.5,0.6,3.0,1.0,4.0,1.0,0.0,0.75,9.0,1.0,0.67,2.0,0.0,0.67,8.0,0.62,4.0,2.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT04_27625,5.0,0.8,5.0,1.0,1.0,0.0,1.0,3.0,0.67,0.2,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,6.0,0.5,4.0,1.0,0.0,1.0,6.0,0.33,0.17,1.0,0.0,0.5
LOLTMNT04_26638,1.0,1.0,6.0,1.0,4.0,0.5,2.5,9.0,0.33,0.4,5.0,0.4,6.0,6.0,0.67,3.0,4.0,0.5,2.5,13.0,0.69,1.5,2.0,0.5,0.8,4.0,0.75,0.33,1.0,0.0,0.2
LOLTMNT01_57313,2.0,0.5,1.5,1.0,2.0,0.0,0.25,5.0,0.8,0.67,1.0,0.0,0.0,2.0,0.5,2.0,1.0,0.0,1.25,2.0,0.5,2.5,6.0,0.5,1.0,3.0,1.0,0.5,3.0,0.33,0.67
LOLTMNT01_57329,1.0,1.0,6.0,1.0,5.0,0.0,0.5,3.0,0.67,1.0,3.0,0.33,0.67,4.0,1.0,4.0,2.0,0.5,0.0,9.0,0.89,9.0,3.0,0.33,6.0,10.0,0.8,0.0,1.0,0.0,0.0
LOLTMNT01_58133,11.0,0.91,0.0,1.0,2.0,0.5,1.0,1.0,1.0,4.0,8.0,0.0,1.0,3.0,1.0,5.0,6.0,0.33,1.0,5.0,0.6,0.5,7.0,0.57,1.75,8.0,0.62,0.0,6.0,0.67,0.0
LOLTMNT04_26644,2.0,0.5,4.0,1.0,2.0,0.0,0.33,4.0,0.5,3.0,1.0,0.0,0.43,3.0,0.33,0.0,1.0,0.0,0.25,1.0,1.0,1.5,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
LOLTMNT01_57322,1.0,1.0,4.0,1.0,1.0,0.0,0.67,4.0,0.75,0.0,12.0,0.58,1.0,9.0,0.56,0.67,3.0,0.33,0.25,6.0,0.83,5.0,7.0,0.57,3.0,4.0,0.75,0.4,8.0,0.25,0.0
LOLTMNT04_27629,1.0,1.0,1.0,1.0,1.0,0.0,0.67,6.0,0.83,2.0,3.0,0.33,2.0,3.0,1.0,2.0,3.0,0.33,2.0,2.0,1.0,1.0,5.0,0.4,1.75,2.0,1.0,0.25,2.0,0.0,0.33
LOLTMNT04_27633,1.0,0.0,0.6,0.0,2.0,0.5,1.0,2.0,0.5,0.33,1.0,1.0,1.33,1.0,0.0,0.67,2.0,0.5,1.0,6.0,0.17,0.4,3.0,0.33,1.5,1.0,0.0,0.0,2.0,0.5,0.5
LOLTMNT04_26645,4.0,0.5,0.5,0.0,4.0,0.5,0.0,9.0,0.78,1.0,4.0,0.25,0.5,6.0,0.67,9.0,4.0,1.0,6.0,6.0,0.5,1.0,7.0,0.86,3.5,1.0,0.0,0.33,5.0,0.8,0.5
LOLTMNT04_27632,6.0,0.67,3.0,0.0,7.0,0.71,1.0,1.0,0.0,0.2,7.0,0.57,0.0,5.0,0.6,6.0,1.0,1.0,7.0,6.0,0.17,1.5,3.0,0.33,0.8,5.0,0.6,1.0,2.0,0.5,0.75
LOLTMNT01_57336,6.0,0.5,3.0,0.0,4.0,0.75,0.67,1.0,0.0,1.0,3.0,0.67,1.25,1.0,0.0,0.29,12.0,0.83,1.33,7.0,0.57,0.57,5.0,0.8,2.0,1.0,0.0,1.57,1.0,1.0,1.2
LOLTMNT01_58142,1.0,0.0,0.5,0.0,4.0,0.5,7.0,2.0,0.5,3.33,2.0,0.5,1.0,3.0,0.33,3.0,1.0,1.0,3.5,7.0,0.0,0.0,2.0,0.5,0.83,3.0,0.0,0.2,3.0,0.33,0.33
LOLTMNT01_57341,4.0,0.75,3.0,1.0,4.0,0.0,2.0,4.0,0.75,3.0,1.0,0.0,3.0,1.0,1.0,1.5,6.0,0.33,0.33,3.0,1.0,5.0,4.0,0.5,3.0,7.0,0.43,0.0,8.0,0.5,0.4
LOLTMNT04_26656,12.0,0.75,8.0,1.0,3.0,0.0,1.33,9.0,0.67,1.33,1.0,0.0,2.33,1.0,1.0,2.0,1.0,0.0,0.62,2.0,1.0,1.0,3.0,0.67,2.0,4.0,0.75,1.0,7.0,0.29,0.0
LOLTMNT01_58147,4.0,0.75,2.0,1.0,3.0,0.33,0.0,1.0,1.0,0.67,1.0,0.0,0.75,2.0,1.0,3.0,1.0,0.0,1.33,6.0,0.67,3.0,1.0,0.0,0.33,2.0,1.0,1.0,2.0,0.0,0.0
LOLTMNT04_26657,7.0,0.29,2.0,0.0,2.0,1.0,1.0,2.0,0.0,0.33,2.0,1.0,1.5,2.0,0.5,4.0,7.0,0.86,2.0,4.0,0.5,5.0,6.0,0.5,0.5,1.0,0.0,0.0,2.0,1.0,2.0
LOLTMNT04_27638,3.0,0.33,1.0,0.0,6.0,0.5,6.0,1.0,0.0,0.33,6.0,0.5,0.5,3.0,0.0,0.4,1.0,1.0,0.75,1.0,0.0,0.17,2.0,0.5,1.67,2.0,0.0,1.0,8.0,0.25,0.0
LOLTMNT04_26660,1.0,1.0,0.0,1.0,2.0,0.0,1.25,3.0,0.67,1.67,1.0,0.0,0.2,1.0,1.0,1.5,5.0,0.4,6.0,4.0,1.0,5.0,3.0,0.67,2.0,3.0,1.0,1.0,2.0,0.0,0.0
LOLTMNT02_47308,10.0,0.4,0.5,0.0,1.0,1.0,1.0,5.0,0.2,3.0,4.0,1.0,4.0,6.0,0.17,0.25,11.0,0.73,2.0,2.0,0.5,6.0,8.0,0.62,4.0,2.0,0.5,0.0,5.0,0.6,1.0
LOLTMNT04_26664,3.0,0.0,0.5,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,3.0,1.0,0.0,0.2,2.0,0.5,0.2,3.0,0.33,2.67,3.0,0.33,0.8,3.0,0.33,0.0,5.0,0.4,0.0
LOLTMNT02_47330,7.0,0.29,0.5,0.0,6.0,0.83,3.0,3.0,0.0,0.0,1.0,1.0,0.67,6.0,0.17,0.25,6.0,1.0,4.0,4.0,0.0,0.17,1.0,1.0,13.0,8.0,0.12,0.5,1.0,1.0,0.25
LOLTMNT02_46547,5.0,0.2,0.0,0.0,6.0,0.83,4.0,6.0,0.33,2.0,6.0,0.83,5.0,8.0,0.38,3.0,3.0,1.0,3.0,6.0,0.5,2.0,7.0,0.86,11.0,8.0,0.12,0.0,1.0,1.0,2.0
LOLTMNT02_47366,6.0,0.83,4.0,1.0,5.0,0.2,0.0,6.0,0.83,3.0,5.0,0.4,0.25,2.0,1.0,5.0,6.0,0.0,0.25,7.0,0.86,11.0,5.0,0.2,0.4,9.0,0.78,0.33,5.0,0.2,0.2
LOLTMNT01_58187,21.0,0.62,1.75,0.0,10.0,0.4,3.5,4.0,0.5,0.5,8.0,0.5,2.0,2.0,0.5,6.0,9.0,0.44,0.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,8.0,0.38,1.0
LOLTMNT01_59040,5.0,0.0,0.75,0.0,3.0,0.67,0.0,2.0,0.5,0.33,7.0,0.71,0.0,3.0,0.0,1.0,7.0,0.71,0.2,10.0,0.2,1.0,4.0,0.75,0.33,5.0,0.2,0.0,5.0,0.6,0.0
LOLTMNT01_58199,4.0,0.75,9.0,1.0,16.0,0.44,2.0,10.0,0.7,1.0,6.0,0.33,0.0,6.0,0.83,0.33,9.0,0.44,0.0,4.0,0.25,6.0,4.0,0.25,1.0,15.0,0.67,1.0,2.0,0.0,0.0
LOLTMNT01_59054,2.0,0.0,0.29,0.0,3.0,1.0,0.0,12.0,0.08,0.2,8.0,0.38,1.5,1.0,0.0,0.25,3.0,0.67,0.17,10.0,0.2,1.0,5.0,0.6,1.0,5.0,0.2,0.0,2.0,0.5,1.0
LOLTMNT01_59065,3.0,0.33,1.5,1.0,11.0,0.64,1.0,8.0,0.5,2.0,5.0,0.6,1.0,11.0,0.45,3.0,14.0,0.71,1.67,4.0,0.25,1.0,5.0,0.4,2.0,2.0,0.5,0.0,4.0,0.5,3.0
LOLTMNT01_58248,5.0,0.0,0.57,0.0,15.0,0.73,4.0,5.0,0.4,0.5,4.0,0.25,0.25,11.0,0.36,3.0,8.0,0.38,2.0,5.0,0.4,4.0,2.0,1.0,2.67,7.0,0.29,0.0,1.0,1.0,4.0
LOLTMNT01_59105,5.0,0.0,0.57,0.0,15.0,0.73,4.0,6.0,0.33,0.0,2.0,1.0,2.0,10.0,0.2,0.75,11.0,0.64,0.0,7.0,0.29,0.67,2.0,0.5,0.33,7.0,0.29,0.0,3.0,0.67,3.0
LOLTMNT01_58277,9.0,0.33,0.5,0.0,12.0,0.67,0.67,12.0,0.67,3.0,7.0,0.71,0.5,6.0,0.5,5.0,4.0,1.0,3.0,11.0,0.55,3.0,8.0,0.62,4.0,3.0,0.33,0.5,7.0,0.71,0.0
LOLTMNT01_58300,9.0,0.33,0.5,0.0,3.0,1.0,2.0,1.0,0.0,0.33,2.0,0.5,2.0,1.0,0.0,0.6,9.0,0.56,5.0,3.0,0.67,1.0,9.0,0.56,1.0,5.0,0.4,0.0,8.0,0.62,0.0
LOLTMNT01_59130,10.0,0.6,2.0,1.0,8.0,0.25,0.2,10.0,0.7,1.0,5.0,0.6,1.0,8.0,0.62,0.5,4.0,0.5,1.0,4.0,0.75,3.0,3.0,0.33,2.5,9.0,0.56,0.25,2.0,0.0,0.0
LOLTMNT01_58334,13.0,0.54,3.0,1.0,2.0,0.0,0.0,4.0,0.75,2.0,9.0,0.11,0.25,12.0,0.25,3.0,11.0,0.18,0.29,1.0,1.0,2.0,4.0,0.25,1.67,1.0,1.0,1.0,2.0,0.0,0.0
LOLTMNT01_58336,11.0,0.82,4.0,1.0,6.0,0.67,1.0,2.0,1.0,1.0,2.0,0.5,0.75,7.0,0.57,3.0,4.0,0.75,3.0,2.0,0.5,2.0,2.0,0.5,0.0,2.0,0.5,0.0,6.0,0.67,0.0
LOLTMNT01_59177,10.0,0.6,2.0,1.0,4.0,0.25,0.5,10.0,0.7,1.0,1.0,0.0,0.0,11.0,0.18,0.29,12.0,0.25,3.0,4.0,0.5,3.0,1.0,0.0,1.0,4.0,0.75,0.5,2.0,0.0,0.0
LOLTMNT01_58354,6.0,0.83,0.67,0.0,11.0,0.82,4.0,5.0,0.6,6.0,5.0,0.4,0.5,2.0,0.5,0.0,7.0,0.86,0.67,4.0,0.75,9.0,9.0,1.0,8.0,3.0,0.67,3.0,8.0,0.88,0.0
LOLTMNT04_26686,3.0,1.0,0.83,1.0,17.0,0.59,7.0,6.0,0.67,6.0,3.0,0.67,3.0,4.0,0.5,2.0,7.0,0.43,0.75,9.0,0.56,4.0,5.0,0.4,0.67,6.0,1.0,0.0,11.0,0.45,0.25
LOLTMNT04_28015,17.0,0.59,7.0,1.0,4.0,0.5,3.0,3.0,0.67,3.0,1.0,0.0,0.0,5.0,0.8,1.0,2.0,0.5,11.0,3.0,0.67,1.33,5.0,0.6,2.0,3.0,0.67,1.0,4.0,0.5,0.5
LOLTMNT04_28019,3.0,0.67,0.4,1.0,1.0,0.0,0.57,5.0,0.6,1.33,5.0,0.8,0.67,2.0,0.5,0.0,4.0,0.5,6.0,3.0,0.33,0.4,5.0,0.6,2.5,8.0,0.62,3.0,1.0,0.0,0.14
LOLTMNT04_28022,7.0,0.86,0.0,1.0,5.0,0.6,0.33,13.0,0.62,2.0,6.0,0.67,6.0,4.0,0.5,6.0,4.0,0.5,2.0,14.0,0.71,2.5,1.0,0.0,1.5,7.0,0.86,0.0,2.0,0.5,0.0
LOLTMNT04_28023,5.0,0.6,3.0,1.0,2.0,0.5,0.0,7.0,0.71,4.0,6.0,0.33,0.0,10.0,0.5,3.0,2.0,0.5,3.0,9.0,0.56,4.0,5.0,0.6,2.5,2.0,0.5,0.0,1.0,0.0,0.5
LOLTMNT01_58454,5.0,1.0,0.67,1.0,12.0,0.67,1.0,9.0,1.0,2.0,1.0,0.0,0.0,14.0,0.71,2.0,8.0,0.5,0.33,5.0,1.0,1.0,7.0,0.71,2.5,5.0,1.0,0.0,6.0,0.67,1.0
LOLTMNT01_58466,12.0,0.67,1.0,0.0,2.0,1.0,4.0,10.0,0.7,1.0,12.0,0.83,0.0,13.0,0.69,5.0,1.0,1.0,1.5,7.0,0.71,2.5,12.0,0.75,0.5,6.0,0.67,1.0,10.0,0.7,0.0
LOLTMNT01_58492,5.0,0.2,0.0,0.0,1.0,1.0,1.0,6.0,0.5,0.0,6.0,1.0,1.0,2.0,0.5,3.0,14.0,0.79,3.5,2.0,0.0,0.5,10.0,0.9,1.0,11.0,0.45,2.0,5.0,0.8,0.5
LOLTMNT01_58502,16.0,0.69,0.0,1.0,9.0,0.44,1.5,10.0,0.8,0.0,5.0,0.0,1.5,10.0,0.6,1.0,4.0,0.5,0.0,15.0,0.53,0.75,2.0,0.0,0.25,12.0,0.58,0.0,2.0,0.0,0.0
LOLTMNT01_58535,6.0,1.0,1.5,1.0,6.0,0.33,0.67,9.0,0.33,0.5,2.0,0.5,0.4,8.0,0.5,10.0,7.0,0.71,0.0,6.0,0.5,3.0,2.0,0.5,5.0,9.0,0.44,0.0,2.0,0.0,0.2
LOLTMNT01_58536,15.0,0.8,1.0,1.0,2.0,0.0,0.0,5.0,0.8,0.5,1.0,0.0,0.5,2.0,1.0,3.0,4.0,0.5,3.0,1.0,1.0,2.0,3.0,0.33,3.0,5.0,0.6,3.0,1.0,0.0,0.0
LOLTMNT01_59378,1.0,0.0,1.0,0.0,16.0,0.69,0.0,5.0,0.0,1.5,10.0,0.8,0.0,1.0,0.0,0.0,10.0,0.6,1.0,1.0,0.0,0.33,2.0,1.0,9.0,2.0,0.0,0.0,1.0,1.0,2.0
LOLTMNT01_58556,1.0,0.0,0.0,0.0,3.0,1.0,5.0,3.0,0.0,0.29,4.0,1.0,5.0,3.0,0.0,2.0,5.0,0.8,1.25,1.0,0.0,0.4,4.0,0.75,1.67,2.0,0.0,1.0,6.0,1.0,3.0
LOLTMNT01_58559,2.0,0.5,5.0,0.0,8.0,0.5,1.0,4.0,0.25,4.0,8.0,0.62,12.0,3.0,0.0,5.0,8.0,0.5,10.0,1.0,0.0,0.4,8.0,0.88,2.0,4.0,0.5,0.33,1.0,1.0,1.67
LOLTMNT01_59407,11.0,0.18,0.0,0.0,1.0,1.0,0.4,5.0,0.2,1.25,6.0,0.67,0.0,5.0,0.2,1.0,4.0,0.75,2.67,4.0,0.25,1.33,1.0,1.0,2.5,7.0,0.14,0.43,2.0,1.0,1.33
LOLTMNT01_58572,2.0,0.0,0.5,0.0,3.0,1.0,5.0,3.0,0.0,0.29,4.0,1.0,5.0,5.0,0.0,1.25,5.0,0.8,7.0,1.0,0.0,0.14,2.0,0.5,5.0,3.0,0.0,0.0,5.0,0.4,0.2
LOLTMNT01_59434,1.0,1.0,6.0,1.0,6.0,0.0,0.75,4.0,0.25,0.2,4.0,0.0,1.0,6.0,0.33,3.0,3.0,0.0,1.0,10.0,0.2,0.5,1.0,0.0,0.25,2.0,0.5,0.5,5.0,0.4,0.14
LOLTMNT01_59435,6.0,0.83,5.0,1.0,8.0,0.5,0.5,15.0,0.87,1.0,3.0,0.67,1.0,6.0,0.83,2.0,5.0,0.8,2.0,2.0,1.0,6.0,6.0,0.33,0.25,6.0,0.83,1.0,7.0,0.14,0.43
LOLTMNT01_59445,12.0,0.67,1.67,1.0,1.0,0.0,0.0,6.0,0.67,0.33,5.0,0.2,1.0,6.0,0.5,0.25,2.0,0.0,0.33,3.0,0.67,10.0,3.0,0.0,0.5,3.0,0.33,0.67,10.0,0.4,0.38
LOLTMNT01_58614,10.0,0.5,1.33,1.0,6.0,0.17,0.5,3.0,0.33,3.0,4.0,0.25,0.25,3.0,0.67,4.0,4.0,0.0,0.0,5.0,0.4,0.33,10.0,0.2,0.5,3.0,0.33,0.5,4.0,0.0,0.0
LOLTMNT01_59465,7.0,0.29,0.5,0.0,12.0,0.67,1.67,9.0,0.44,0.0,5.0,0.8,0.2,8.0,0.38,0.5,3.0,1.0,1.67,2.0,0.5,0.75,1.0,1.0,5.0,2.0,0.5,0.0,4.0,0.75,0.0
LOLTMNT01_58620,5.0,0.2,0.0,1.0,4.0,0.25,1.0,4.0,0.5,1.67,4.0,0.25,3.5,6.0,0.5,4.0,6.0,0.33,4.0,4.0,0.75,1.0,5.0,0.2,0.0,1.0,1.0,1.5,2.0,0.0,0.2
