gameid,Bluetopgp,Bluetopwr,Bluetopkda,result,Redtopgp,Redtopwr,Redtopkda,Bluejngp,Bluejngwr,Bluejngkda,Redjnggp,Redjngwr,Redjngkda,Bluemidgp,Bluemidwr,Bluemidkda,Redmidgp,Redmidwr,Redmidkda,Bluebotgp,Bluebotwr,Bluebotkda,Redbotgp,Redbotwr,Redbotkda,Bluesupgp,Bluesupwr,Bluesupkda,Redsupgp,Redsupwr,Redsupkda
10791-10791_game_2,9.0,0.33,2.0,0.0,8.0,0.38,9.0,1.0,0.0,1.0,3.0,0.67,3.0,5.0,0.2,0.75,10.0,0.3,1.0,11.0,0.36,7.0,3.0,0.33,9.0,1.0,0.0,0.25,13.0,0.31,0.0
LOLTMNT02_62267,3.0,0.67,2.0,0.0,1.0,1.0,1.5,1.0,0.0,4.0,8.0,0.88,1.5,4.0,0.25,3.0,6.0,0.83,1.75,8.0,0.38,2.0,4.0,0.75,1.67,7.0,0.29,0.0,5.0,1.0,3.0
10827-10827_game_3,4.0,0.75,4.33,1.0,8.0,0.62,0.83,9.0,0.67,1.8,2.0,0.0,0.5,3.0,0.67,1.0,1.0,0.0,0.43,7.0,0.57,0.6,5.0,0.4,0.8,8.0,0.75,4.0,4.0,0.25,0.0
LOLTMNT02_63283,2.0,1.0,0.6,1.0,6.0,0.0,0.75,1.0,1.0,0.33,4.0,0.0,1.0,3.0,1.0,1.0,2.0,0.5,7.0,1.0,1.0,1.09,5.0,0.0,0.0,2.0,1.0,2.5,3.0,0.33,0.5
LOLTMNT02_63285,8.0,0.5,0.5,0.0,4.0,0.75,8.0,2.0,0.0,0.33,7.0,0.29,5.0,4.0,0.25,0.0,4.0,0.5,3.0,4.0,0.25,1.33,12.0,0.5,0.0,5.0,0.4,0.0,11.0,0.45,2.0
LOLTMNT02_62293,4.0,0.5,0.33,1.0,9.0,0.78,3.0,3.0,0.67,1.0,5.0,0.4,2.5,2.0,1.0,1.5,6.0,0.83,1.75,1.0,1.0,9.0,1.0,0.0,1.5,5.0,0.6,0.0,2.0,0.5,0.0
LOLTMNT02_62302,4.0,0.75,1.0,1.0,4.0,0.5,0.33,8.0,0.75,1.0,6.0,0.5,0.5,5.0,0.8,1.25,3.0,0.33,1.5,4.0,1.0,10.0,1.0,0.0,0.33,5.0,1.0,3.0,7.0,0.29,0.0
LOLTMNT03_44403,1.0,0.0,0.0,0.0,3.0,0.33,5.5,1.0,0.0,0.0,1.0,1.0,6.0,4.0,0.0,0.0,5.0,0.4,5.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2,6.0,0.33,0.0
LOLTMNT03_45407,1.0,0.0,0.67,0.0,2.0,1.0,7.0,7.0,0.57,0.33,1.0,1.0,0.0,6.0,0.5,1.5,6.0,0.33,2.5,1.0,0.0,0.25,1.0,1.0,1.0,2.0,0.0,0.0,9.0,0.67,0.2
LOLTMNT03_45436,5.0,0.6,0.4,1.0,4.0,0.25,0.0,3.0,0.67,0.0,2.0,0.0,0.0,3.0,0.67,3.0,2.0,0.0,0.17,5.0,0.6,8.0,3.0,0.0,0.0,5.0,0.6,1.0,5.0,0.4,0.0
LOLTMNT03_45462,5.0,0.8,4.0,1.0,5.0,0.4,0.67,8.0,0.75,0.0,2.0,0.0,0.0,6.0,0.67,2.0,2.0,0.0,3.0,6.0,0.5,6.0,4.0,0.25,0.33,4.0,0.75,0.0,1.0,0.0,0.33
LOLTMNT03_44514,2.0,1.0,6.0,1.0,1.0,0.0,1.67,2.0,1.0,4.0,7.0,0.43,4.0,3.0,1.0,8.0,3.0,0.0,0.25,4.0,1.0,8.0,5.0,0.2,11.0,9.0,0.56,0.14,2.0,0.0,0.0
LOLTMNT03_44521,4.0,0.5,0.33,1.0,1.0,0.0,0.25,2.0,0.5,0.67,3.0,0.0,1.0,2.0,0.5,4.5,4.0,0.0,0.0,1.0,1.0,2.5,1.0,0.0,1.0,5.0,0.6,0.33,3.0,0.33,0.0
LOLTMNT03_44542,5.0,0.6,0.5,1.0,1.0,0.0,0.4,1.0,1.0,4.0,3.0,0.67,1.0,4.0,1.0,4.0,4.0,0.25,0.0,5.0,0.4,1.0,7.0,0.57,0.67,5.0,0.8,0.0,4.0,0.75,0.0
LOLTMNT03_45539,2.0,0.5,1.0,1.0,13.0,0.54,0.0,1.0,1.0,0.67,4.0,0.75,3.0,4.0,0.5,1.0,4.0,0.5,6.0,6.0,0.5,0.5,1.0,0.0,0.5,5.0,0.4,1.0,5.0,0.6,0.0
LOLTMNT03_44588,4.0,0.25,1.0,1.0,2.0,0.5,3.0,3.0,0.67,0.75,2.0,0.0,0.25,2.0,0.5,2.0,4.0,0.5,1.0,5.0,0.6,0.0,3.0,0.67,6.0,3.0,0.67,0.33,5.0,0.4,0.0
LOLTMNT03_45624,3.0,0.33,2.0,0.0,6.0,0.5,0.4,1.0,0.0,0.0,4.0,0.75,2.0,1.0,0.0,2.67,3.0,0.33,9.0,9.0,0.67,0.0,2.0,1.0,10.0,4.0,0.5,0.0,8.0,0.62,0.33
LOLTMNT03_45631,3.0,1.0,4.0,1.0,2.0,0.5,0.5,6.0,0.67,0.43,3.0,0.0,0.67,9.0,0.56,6.0,6.0,0.33,2.5,5.0,0.6,1.0,5.0,0.6,7.0,6.0,0.67,1.0,3.0,0.67,1.0
LOLTMNT03_44645,2.0,0.5,1.5,0.0,1.0,1.0,10.0,3.0,0.33,2.0,6.0,0.5,0.0,2.0,0.0,0.2,5.0,0.4,2.5,4.0,0.25,2.0,2.0,0.5,3.0,8.0,0.25,0.67,2.0,1.0,0.25
LOLTMNT02_63383,5.0,0.6,3.0,0.0,16.0,0.69,0.0,11.0,0.64,1.0,2.0,1.0,0.2,11.0,0.64,0.0,10.0,0.6,1.0,7.0,0.57,9.0,15.0,0.53,0.75,13.0,0.62,0.0,12.0,0.58,0.0
LOLTMNT03_44651,4.0,0.0,1.33,0.0,5.0,0.6,0.5,4.0,0.5,1.0,4.0,0.5,0.67,4.0,0.25,0.57,2.0,1.0,1.5,2.0,0.5,2.25,1.0,1.0,2.5,4.0,0.25,0.0,5.0,0.4,0.0
LOLTMNT02_63386,9.0,0.44,4.0,1.0,16.0,0.69,0.0,2.0,0.5,0.0,5.0,0.0,0.0,12.0,0.67,2.33,10.0,0.6,1.0,7.0,0.57,9.0,2.0,0.0,2.33,13.0,0.62,0.0,4.0,0.75,1.0
10828-10828_game_1,2.0,0.5,0.5,1.0,7.0,0.43,0.33,6.0,0.5,0.6,4.0,0.75,2.0,5.0,0.6,1.0,1.0,0.0,0.5,8.0,0.88,6.0,1.0,0.0,0.33,5.0,0.8,1.0,1.0,0.0,0.0
LOLTMNT02_62374,16.0,0.69,0.0,1.0,9.0,0.44,4.0,10.0,0.8,0.0,4.0,0.25,0.25,11.0,0.64,0.5,2.0,0.0,0.0,6.0,0.33,1.5,1.0,0.0,1.0,2.0,0.5,1.0,1.0,0.0,0.0
10828-10828_game_2,2.0,1.0,0.4,1.0,2.0,0.0,0.17,4.0,0.5,0.25,11.0,0.45,0.8,3.0,1.0,3.0,3.0,0.67,4.0,5.0,0.4,0.75,1.0,0.0,0.2,1.0,1.0,2.0,8.0,0.5,0.67
10792-10792_game_1,7.0,0.43,4.0,0.0,18.0,0.5,4.0,4.0,0.25,0.5,5.0,0.8,8.0,5.0,0.2,1.5,6.0,0.83,0.0,8.0,0.5,4.0,3.0,0.33,2.0,5.0,0.4,1.0,2.0,0.5,0.0
10829-10829_game_1,4.0,1.0,3.5,1.0,3.0,0.33,0.5,6.0,0.67,0.5,5.0,0.2,0.75,6.0,0.5,0.75,4.0,0.75,1.0,7.0,0.43,0.67,7.0,0.29,3.0,3.0,0.67,0.0,7.0,0.29,0.5
LOLTMNT02_63419,6.0,0.17,0.67,0.0,10.0,0.7,1.0,9.0,0.56,0.25,9.0,0.67,2.0,6.0,0.5,1.33,13.0,0.69,5.0,3.0,0.0,1.0,12.0,0.67,4.5,6.0,0.33,0.17,9.0,0.78,2.0
10829-10829_game_2,8.0,0.5,0.33,1.0,2.0,0.5,1.0,3.0,0.67,0.0,1.0,0.0,0.5,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.5,5.0,0.2,1.67,2.0,1.0,2.0,3.0,0.0,0.33
10792-10792_game_2,1.0,0.0,0.25,0.0,18.0,0.5,4.0,4.0,0.5,0.5,5.0,0.8,8.0,5.0,0.2,1.5,6.0,0.83,0.0,6.0,0.67,1.25,2.0,1.0,0.0,5.0,0.6,2.0,9.0,0.78,0.33
LOLTMNT02_63428,6.0,0.17,0.67,0.0,1.0,1.0,3.0,9.0,0.56,0.25,9.0,0.67,2.0,6.0,0.5,1.33,13.0,0.69,5.0,3.0,0.0,1.0,12.0,0.67,4.5,6.0,0.33,0.17,7.0,1.0,0.0
10830-10830_game_1,3.0,1.0,2.5,1.0,4.0,0.75,3.0,8.0,0.75,1.33,2.0,0.5,1.0,9.0,1.0,1.33,4.0,0.25,0.8,11.0,0.55,0.5,5.0,0.6,6.0,7.0,0.57,0.0,3.0,0.33,0.33
LOLTMNT02_63439,6.0,0.5,0.25,1.0,12.0,0.67,0.67,4.0,1.0,3.0,4.0,0.5,4.0,2.0,1.0,7.0,1.0,0.0,0.0,8.0,0.88,2.0,1.0,0.0,4.0,9.0,0.44,0.0,12.0,0.42,1.0
10793-10793_game_1,11.0,0.36,0.0,0.0,15.0,0.67,5.0,12.0,0.42,0.75,4.0,0.5,1.0,7.0,0.29,0.33,6.0,0.33,0.67,10.0,0.6,10.0,9.0,0.33,3.0,7.0,0.57,0.0,18.0,0.61,0.0
LOLTMNT02_63440,6.0,0.5,2.0,0.0,10.0,0.5,4.0,4.0,0.5,2.5,3.0,0.67,2.0,14.0,0.79,3.5,9.0,0.67,1.2,9.0,0.56,3.5,9.0,0.78,6.0,4.0,0.75,1.0,9.0,0.78,3.0
10830-10830_game_2,5.0,0.2,0.0,0.0,6.0,0.67,7.0,3.0,0.33,0.33,5.0,0.6,0.0,3.0,0.0,1.0,1.0,1.0,5.0,8.0,0.38,1.0,5.0,0.4,0.25,4.0,0.25,0.0,2.0,0.5,2.0
LOLTMNT02_63463,1.0,1.0,8.0,1.0,7.0,0.43,0.75,7.0,0.57,0.5,9.0,0.33,0.5,9.0,0.56,8.0,7.0,0.57,0.0,3.0,0.33,4.0,5.0,0.2,1.0,12.0,0.42,1.0,3.0,0.33,5.0
LOLTMNT02_62442,5.0,0.0,1.67,0.0,2.0,0.5,2.67,4.0,0.0,0.67,4.0,0.75,4.0,2.0,0.0,1.0,1.0,1.0,4.0,5.0,0.4,1.0,2.0,0.5,1.5,2.0,0.0,0.0,6.0,0.67,0.5
LOLTMNT02_63466,6.0,0.5,2.0,0.0,5.0,0.8,1.0,5.0,0.8,0.5,15.0,0.87,1.0,3.0,0.67,1.5,4.0,0.75,2.67,9.0,0.56,3.5,9.0,0.78,6.0,1.0,0.0,0.0,9.0,0.78,3.0
10793-10793_game_2,5.0,0.2,0.0,0.0,11.0,0.36,0.0,6.0,0.5,0.6,12.0,0.42,0.75,7.0,0.57,1.33,5.0,0.4,0.75,6.0,0.67,3.0,8.0,0.38,4.5,12.0,0.83,0.0,6.0,0.5,0.0
LOLTMNT02_63467,4.0,1.0,2.0,1.0,6.0,0.0,0.4,4.0,0.75,4.0,3.0,0.0,0.25,2.0,1.0,2.5,5.0,0.0,5.0,5.0,0.8,0.25,1.0,0.0,1.0,6.0,0.67,0.5,2.0,0.0,0.0
LOLTMNT02_63468,2.0,0.5,0.75,0.0,2.0,1.0,1.67,4.0,0.25,0.33,2.0,0.5,1.25,14.0,0.79,3.5,6.0,0.83,2.0,3.0,0.67,1.4,11.0,0.64,1.33,2.0,0.0,0.17,1.0,1.0,1.0
LOLTMNT02_62443,7.0,0.43,0.75,1.0,9.0,0.67,2.0,8.0,0.62,12.0,11.0,0.64,3.0,7.0,0.57,0.0,9.0,0.56,5.0,8.0,0.88,2.0,1.0,0.0,3.0,1.0,1.0,0.4,7.0,0.71,0.0
10793-10793_game_3,11.0,0.36,0.0,1.0,15.0,0.67,5.0,1.0,1.0,4.0,7.0,0.43,1.75,7.0,0.29,0.33,1.0,0.0,1.33,10.0,0.6,10.0,9.0,0.33,3.0,7.0,0.57,0.0,18.0,0.61,0.0
10794-10794_game_1,4.0,0.5,0.67,1.0,11.0,0.82,0.0,10.0,0.8,0.5,5.0,0.8,2.5,4.0,0.25,4.0,12.0,0.5,2.5,2.0,1.0,5.5,11.0,0.36,3.0,4.0,0.5,0.0,10.0,0.5,0.0
10794-10794_game_2,11.0,0.82,0.0,1.0,21.0,0.52,1.0,13.0,0.92,1.5,2.0,0.5,2.0,9.0,1.0,7.0,10.0,0.5,7.0,7.0,0.71,1.0,5.0,0.4,1.0,6.0,0.33,0.0,12.0,0.42,0.5
LOLTMNT02_63489,6.0,0.83,0.67,1.0,11.0,0.82,4.0,1.0,1.0,1.5,1.0,0.0,0.5,1.0,1.0,4.0,7.0,0.86,0.67,4.0,0.75,6.0,3.0,0.33,1.0,6.0,0.67,0.0,1.0,0.0,0.25
10794-10794_game_3,2.0,0.5,1.25,0.0,5.0,0.6,0.0,6.0,0.17,0.33,13.0,0.62,1.0,2.0,0.0,2.0,10.0,0.9,3.5,7.0,0.29,5.0,7.0,0.71,1.0,4.0,0.5,1.0,9.0,0.89,0.0
LOLTMNT02_63490,15.0,0.67,0.0,0.0,11.0,0.82,4.0,8.0,0.75,4.0,4.0,0.75,1.0,6.0,0.83,7.0,4.0,0.75,1.33,5.0,0.8,0.0,9.0,1.0,8.0,1.0,0.0,0.0,8.0,0.88,0.0
LOLTMNT02_62478,5.0,0.4,0.67,0.0,2.0,0.5,1.0,5.0,0.8,0.2,5.0,1.0,3.5,6.0,0.5,0.25,1.0,1.0,1.33,3.0,0.67,10.0,2.0,1.0,5.0,3.0,0.33,0.67,5.0,0.6,1.0
LOLTMNT02_62477,15.0,0.67,0.0,1.0,4.0,0.75,4.0,8.0,0.75,4.0,5.0,0.4,0.5,6.0,0.83,7.0,4.0,0.75,1.33,8.0,0.88,8.0,2.0,0.5,2.0,1.0,1.0,0.75,5.0,0.6,0.0
LOLTMNT02_62480,1.0,1.0,1.25,1.0,5.0,0.4,0.67,5.0,0.8,0.0,7.0,0.71,0.14,7.0,0.71,1.33,6.0,0.67,1.25,7.0,1.0,4.0,5.0,0.4,0.0,2.0,1.0,1.0,3.0,0.33,0.0
LOLTMNT03_44886,5.0,0.6,0.4,1.0,1.0,0.0,0.67,3.0,0.67,0.0,8.0,0.75,0.0,3.0,0.67,3.0,2.0,0.0,0.67,5.0,1.0,2.33,3.0,0.67,4.0,1.0,1.0,0.0,2.0,0.5,1.0
LOLTMNT03_45964,2.0,0.5,3.0,0.0,7.0,0.71,3.0,2.0,0.5,2.0,1.0,1.0,3.0,3.0,0.67,3.0,1.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,5.0,3.0,0.67,1.0,9.0,0.67,0.2
LOLTMNT03_47012,3.0,0.33,0.0,1.0,4.0,0.0,2.0,1.0,1.0,0.5,2.0,0.0,0.67,6.0,0.5,0.43,4.0,0.0,1.0,3.0,0.33,3.0,1.0,0.0,1.25,1.0,1.0,0.75,1.0,0.0,0.38
LOLTMNT03_47052,3.0,0.67,1.5,0.0,5.0,0.4,7.0,5.0,0.4,3.0,8.0,0.75,0.0,7.0,0.43,2.0,6.0,0.5,1.5,3.0,0.67,4.0,5.0,0.6,0.5,8.0,0.5,0.0,5.0,0.2,0.0
LOLTMNT03_47099,5.0,0.4,0.67,0.0,3.0,0.67,2.0,1.0,0.0,0.5,4.0,0.75,0.0,4.0,0.25,3.0,5.0,1.0,6.0,5.0,0.2,0.5,4.0,1.0,8.0,3.0,0.0,0.0,3.0,1.0,0.0
LOLTMNT03_46129,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,1.5,4.0,0.0,0.0,4.0,0.25,0.33,1.0,0.0,2.5,3.0,0.33,4.0,1.0,0.0,0.0,5.0,0.4,1.0
LOLTMNT03_47135,4.0,0.75,1.0,1.0,4.0,0.25,1.0,3.0,0.67,0.0,3.0,0.67,0.75,5.0,1.0,2.0,1.0,0.0,0.67,2.0,1.0,4.0,7.0,0.57,1.0,4.0,0.75,0.0,7.0,0.43,0.2
LOLTMNT03_46167,3.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,0.67,2.0,2.0,0.0,0.2,4.0,0.5,1.0,2.0,0.5,4.5,3.0,0.67,6.0,1.0,0.0,1.67,5.0,0.4,0.0,3.0,0.0,0.0
LOLTMNT03_47173,2.0,0.5,1.25,0.0,1.0,1.0,0.6,5.0,0.6,0.0,1.0,1.0,0.33,7.0,0.57,0.5,4.0,1.0,4.0,3.0,0.67,6.0,1.0,1.0,5.0,5.0,0.6,0.5,5.0,0.8,0.0
LOLTMNT03_47209,9.0,0.56,0.4,1.0,2.0,0.0,0.6,2.0,0.5,0.33,3.0,0.0,0.5,7.0,0.29,0.5,4.0,0.0,0.75,2.0,1.0,6.0,3.0,0.33,1.0,5.0,0.4,0.33,9.0,0.33,0.0
LOLTMNT03_46226,5.0,0.6,0.25,0.0,3.0,0.33,0.33,4.0,0.5,0.25,4.0,0.75,0.5,4.0,0.5,0.75,2.0,0.5,1.0,5.0,0.4,0.2,4.0,0.75,0.78,1.0,0.0,0.33,2.0,0.5,0.0
LOLTMNT03_47222,6.0,0.33,2.0,1.0,5.0,0.6,0.5,2.0,0.5,3.0,3.0,0.0,0.67,4.0,0.5,0.4,6.0,0.5,1.67,7.0,0.29,0.57,1.0,0.0,1.67,2.0,0.5,0.0,6.0,0.5,0.25
LOLTMNT03_46256,2.0,0.5,2.0,1.0,2.0,0.0,0.0,6.0,0.5,0.0,1.0,0.0,0.75,4.0,1.0,8.0,3.0,0.33,1.0,4.0,0.75,0.75,4.0,0.75,3.0,5.0,0.4,0.0,6.0,0.5,0.0
LOLTMNT03_46257,2.0,0.0,0.33,0.0,2.0,0.5,0.0,9.0,0.56,4.0,9.0,0.67,3.0,7.0,0.14,0.67,3.0,0.67,0.2,6.0,0.67,2.33,8.0,0.5,0.5,2.0,0.5,0.0,9.0,0.44,0.33
LOLTMNT03_47237,3.0,0.67,6.0,1.0,1.0,0.0,0.6,5.0,0.6,0.0,4.0,0.5,0.67,7.0,0.57,1.0,6.0,0.33,2.5,2.0,1.0,3.0,2.0,0.5,3.0,4.0,0.75,0.33,3.0,0.33,0.33
10831-10831_game_1,8.0,0.62,0.2,1.0,5.0,0.6,7.0,6.0,1.0,2.33,1.0,0.0,0.0,2.0,1.0,1.0,4.0,0.5,5.0,5.0,0.4,0.8,2.0,0.5,0.5,3.0,1.0,0.75,2.0,0.0,0.0
LOLTMNT03_47240,1.0,0.0,0.2,0.0,10.0,0.6,1.33,5.0,0.2,0.5,6.0,0.5,0.0,4.0,0.5,0.0,3.0,0.67,0.2,1.0,0.0,0.0,2.0,0.5,9.0,7.0,0.86,2.0,6.0,0.5,1.0
10831-10831_game_2,8.0,0.38,0.75,0.0,8.0,0.62,0.83,3.0,0.33,0.2,8.0,0.5,0.29,4.0,0.0,1.0,7.0,0.71,3.0,4.0,0.5,0.0,1.0,1.0,9.0,7.0,0.29,0.0,4.0,0.25,0.0
LOLTMNT03_46277,8.0,0.5,1.5,0.0,6.0,0.5,1.5,7.0,0.29,2.0,9.0,0.89,3.0,5.0,0.4,2.0,9.0,0.56,3.0,4.0,0.25,5.33,9.0,0.56,5.0,3.0,0.33,0.0,1.0,1.0,1.0
10832-10832_game_1,3.0,0.33,1.0,0.0,5.0,0.8,4.0,2.0,0.5,1.0,4.0,0.75,1.25,4.0,0.25,1.5,6.0,0.67,0.5,7.0,0.57,8.0,8.0,0.75,0.25,4.0,0.5,1.0,10.0,0.6,0.0
LOLTMNT03_47258,9.0,0.33,5.0,0.0,7.0,0.86,5.0,1.0,0.0,0.0,12.0,0.83,0.67,13.0,0.62,0.5,9.0,0.89,3.33,15.0,0.27,0.2,6.0,0.5,1.0,4.0,0.5,0.14,5.0,0.2,0.5
10832-10832_game_2,4.0,0.75,4.0,0.0,9.0,0.56,1.0,5.0,0.2,0.0,1.0,1.0,2.0,4.0,0.5,5.0,2.0,0.5,2.0,1.0,0.0,0.2,2.0,0.5,2.0,1.0,0.0,0.25,3.0,0.33,0.0
10876-10876_game_1,1.0,0.0,1.0,0.0,15.0,0.67,1.5,2.0,0.0,1.0,5.0,0.8,5.0,4.0,0.25,6.0,8.0,0.88,1.0,1.0,0.0,0.33,11.0,0.91,2.0,6.0,0.33,0.0,11.0,0.73,0.25
10832-10832_game_3,1.0,0.0,1.33,0.0,1.0,1.0,0.2,5.0,0.4,6.0,3.0,0.67,3.0,3.0,0.67,4.0,6.0,0.5,0.75,3.0,0.33,4.5,2.0,0.5,2.33,9.0,0.44,0.33,6.0,0.67,0.5
LOLTMNT03_46303,2.0,0.5,0.5,1.0,11.0,0.36,0.25,7.0,0.43,1.0,6.0,0.33,7.0,14.0,0.71,1.67,7.0,0.57,0.33,5.0,0.8,2.5,4.0,0.5,4.0,9.0,0.44,0.0,5.0,0.4,1.0
10876-10876_game_2,1.0,1.0,0.5,1.0,9.0,0.44,1.5,12.0,0.67,0.0,4.0,0.25,0.4,7.0,1.0,2.0,4.0,0.5,4.0,3.0,0.67,5.0,6.0,0.33,1.0,2.0,1.0,0.5,2.0,0.0,0.33
10833-10833_game_1,11.0,0.36,2.5,0.0,8.0,0.75,1.5,3.0,0.67,8.0,13.0,0.77,1.5,3.0,0.67,0.5,6.0,0.33,0.0,4.0,0.5,5.0,7.0,0.57,0.4,9.0,0.22,0.0,5.0,0.8,1.0
LOLTMNT03_46307,10.0,0.4,0.0,1.0,21.0,0.62,1.75,3.0,0.33,0.0,12.0,0.58,0.2,3.0,0.67,1.25,4.0,0.25,0.0,9.0,0.78,0.2,10.0,0.6,2.5,4.0,1.0,2.0,9.0,0.44,0.0
10833-10833_game_2,2.0,0.5,0.0,1.0,5.0,0.2,0.43,6.0,0.33,0.33,5.0,0.6,2.5,4.0,0.75,1.38,4.0,0.0,1.0,4.0,0.5,4.33,10.0,0.2,0.33,4.0,0.5,1.0,3.0,0.67,0.33
10877-10877_game_1,5.0,0.6,11.0,0.0,6.0,1.0,2.0,14.0,0.43,0.5,1.0,1.0,0.25,11.0,0.45,1.0,6.0,0.83,1.67,4.0,0.25,0.5,5.0,0.8,8.0,8.0,0.75,0.0,4.0,1.0,2.0
LOLTMNT03_46311,2.0,0.5,2.33,0.0,1.0,1.0,0.43,5.0,0.4,0.4,6.0,0.33,0.0,1.0,0.0,0.0,11.0,0.55,1.5,5.0,0.8,2.5,4.0,0.25,0.25,15.0,0.67,1.0,1.0,1.0,0.0
10877-10877_game_2,6.0,0.83,4.0,1.0,3.0,0.33,0.5,8.0,0.75,2.0,14.0,0.43,0.5,8.0,1.0,0.33,3.0,0.33,1.5,5.0,0.8,8.0,7.0,0.57,0.25,2.0,1.0,0.0,14.0,0.5,0.0
LOLTMNT05_25058,1.0,1.0,0.0,1.0,1.0,0.0,0.5,2.0,0.5,0.5,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.5,1.0,3.0,0.33,11.0,2.0,0.5,1.0,4.0,0.25,0.29,8.0,0.75,1.33
LOLTMNT03_46442,2.0,0.0,0.0,0.0,3.0,0.67,2.0,3.0,0.67,1.0,2.0,0.5,11.0,1.0,0.0,1.75,4.0,0.75,0.4,1.0,0.0,0.8,1.0,1.0,1.75,5.0,0.6,0.14,1.0,1.0,0.0
LOLTMNT05_24058,2.0,0.0,0.0,0.0,1.0,1.0,0.67,3.0,0.33,1.0,5.0,1.0,0.0,3.0,0.0,2.5,1.0,1.0,0.75,1.0,0.0,2.33,1.0,1.0,7.0,3.0,0.67,0.5,2.0,1.0,0.0
LOLTMNT03_47489,1.0,1.0,0.33,1.0,3.0,0.33,0.2,2.0,0.5,2.0,5.0,0.4,0.0,2.0,1.0,2.0,1.0,0.0,0.67,4.0,0.5,11.0,3.0,0.33,5.0,3.0,0.33,0.0,1.0,0.0,1.5
LOLTMNT02_62543,1.0,0.0,0.67,0.0,3.0,0.67,0.67,1.0,0.0,1.67,1.0,1.0,0.75,2.0,0.5,0.33,3.0,1.0,0.67,1.0,0.0,1.0,2.0,1.0,4.5,2.0,0.0,0.75,1.0,1.0,0.33
LOLTMNT03_47525,2.0,1.0,2.0,1.0,6.0,0.33,1.0,3.0,1.0,1.0,2.0,0.5,0.17,4.0,1.0,3.5,3.0,0.33,3.5,4.0,0.75,5.0,4.0,0.25,1.0,1.0,1.0,4.0,2.0,0.0,0.0
LOLTMNT03_47534,1.0,0.0,0.75,0.0,7.0,0.29,2.5,1.0,0.0,1.67,3.0,0.33,4.5,3.0,0.33,0.25,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.5,0.0,1.0,0.0,1.0,3.0,0.67,0.0
LOLTMNT03_47565,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.67,3.0,1.0,2.0,2.0,0.5,3.0,4.0,0.75,0.0,2.0,0.0,0.0,4.0,0.75,11.0,3.0,0.0,0.33,8.0,0.75,1.0
LOLTMNT05_25061,2.0,1.0,3.0,1.0,1.0,0.0,0.0,8.0,0.75,5.0,1.0,0.0,0.0,3.0,1.0,4.0,2.0,0.5,0.5,2.0,1.0,3.5,2.0,0.0,0.38,4.0,0.75,1.5,1.0,0.0,0.67
LOLTMNT03_47569,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.0,0.4,1.0,1.0,3.0,1.0,0.0,1.5,4.0,1.0,0.0,2.0,0.0,0.0
LOLTMNT03_46591,3.0,0.33,1.0,1.0,3.0,0.67,5.0,3.0,0.67,1.5,3.0,0.67,0.0,5.0,0.4,1.0,3.0,0.67,3.0,6.0,0.67,1.67,3.0,0.67,7.0,7.0,0.57,0.33,2.0,0.5,0.25
LOLTMNT05_24066,1.0,1.0,1.5,1.0,1.0,0.0,2.0,2.0,0.5,1.33,1.0,0.0,0.5,2.0,0.5,1.33,1.0,0.0,1.5,2.0,0.5,3.0,1.0,0.0,0.6,2.0,0.5,0.17,2.0,0.0,0.0
LOLTMNT03_46611,8.0,0.5,1.75,1.0,1.0,0.0,0.25,8.0,0.5,0.12,2.0,0.0,0.25,5.0,0.6,0.67,1.0,0.0,0.17,4.0,0.5,2.5,1.0,0.0,0.8,6.0,0.17,0.14,2.0,0.0,0.0
LOLTMNT03_47620,5.0,0.6,3.0,1.0,3.0,0.67,3.0,2.0,1.0,0.0,3.0,0.67,0.0,2.0,0.5,0.25,2.0,0.5,2.67,3.0,1.0,4.0,4.0,0.25,0.6,8.0,0.5,0.33,1.0,0.0,0.5
LOLTMNT03_46628,1.0,0.0,0.0,0.0,4.0,0.75,0.0,1.0,0.0,3.0,2.0,1.0,3.0,4.0,0.25,0.0,3.0,0.67,1.67,2.0,0.5,1.0,1.0,1.0,9.0,5.0,0.0,0.2,2.0,0.5,0.0
LOLTMNT03_46712,3.0,0.0,1.0,0.0,1.0,1.0,0.67,12.0,0.08,0.2,13.0,0.54,0.25,2.0,0.0,0.0,12.0,0.58,4.0,1.0,0.0,0.0,9.0,0.78,10.0,1.0,0.0,0.17,12.0,0.67,0.5
LOLTMNT03_47687,3.0,0.0,1.0,0.0,2.0,0.5,2.5,12.0,0.08,0.2,13.0,0.54,0.25,2.0,0.0,0.0,14.0,0.57,2.0,1.0,0.0,0.0,11.0,0.55,5.0,4.0,0.25,0.0,13.0,0.46,0.0
