gameid,Bluetopgp,Bluetopwr,Bluetopkda10,Bluetopkda15,Bluetopgolddiffat10,Bluetopgolddiffat15,Redtopgp,Redtopwr,Redtopkda10,Redtopkda15,Redtopgolddiffat10,Redtopgolddiffat15,Bluejnggp,Bluejngwr,Bluejngkda10,Bluejngkda15,Bluejnggolddiffat10,Bluejnggolddiffat15,Redjnggp,Redjngwr,Redjngkda10,Redjngkda15,Redjnggolddiffat10,Redjnggolddiffat15,Bluemidgp,Bluemidwr,Bluemidkda10,Bluemidkda15,Bluemidgolddiffat10,Bluemidgolddiffat15,Redmidgp,Redmidwr,Redmidkda10,Redmidkda15,Redmidgolddiffat10,Redmidgolddiffat15,Bluebotgp,Bluebotwr,Bluebotkda10,Bluebotkda15,Bluebotgolddiffat10,Bluebotgolddiffat15,Redbotgp,Redbotwr,Redbotkda10,Redbotkda15,Redbotgolddiffat10,Redbotgolddiffat15,Bluesupgp,Bluesupwr,Bluesupkda10,Bluesupkda15,Bluesupgolddiffat10,Bluesupgolddiffat15,Redsupgp,Redsupwr,Redsupkda10,Redsupkda15,Redsupgolddiffat10,Redsupgolddiffat15,firsttower,firstblood,firstherald,firstbaron,firstdragon,result
LOLTMNT05_16266,8.0,0.75,0.33,1.69,-42.5,474.0,1.0,0.0,0.0,0.5,-608.0,-1499.0,4.0,0.75,0.5,0.71,-83.0,-379.25,3.0,0.67,0.33,1.0,132.0,160.0,2.0,0.5,1.0,1.44,55.0,-366.0,6.0,0.5,0.17,1.0,3.0,13.67,5.0,0.8,0.2,1.69,56.6,120.4,1.0,0.0,2.0,1.25,507.0,1015.0,3.0,1.0,0.0,0.25,24.33,94.33,1.0,0.0,0.0,0.0,-92.0,-303.0,0.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT05_17270,5.0,0.8,0.8,1.4,647.0,851.4,3.0,0.67,0.67,0.67,239.0,-854.67,5.0,0.6,0.4,0.5,68.4,-20.8,1.0,0.0,1.0,6.0,504.0,664.0,12.0,0.83,0.5,2.7,148.75,502.5,2.0,0.5,0.5,3.0,161.0,58.5,2.0,0.5,0.0,0.57,-239.5,-302.0,2.0,0.0,1.5,1.43,390.5,988.0,8.0,0.88,0.1,0.22,-108.25,-75.75,6.0,0.33,0.0,0.04,6.67,34.33,1.0,0.0,0.0,0.0,0.0,1.0
LOLTMNT02_39057,11.0,0.64,0.18,1.39,-103.36,-165.27,4.0,0.5,1.0,1.33,1154.0,1521.5,1.0,0.0,0.0,0.33,-753.0,-773.0,1.0,1.0,1.0,4.0,753.0,773.0,3.0,0.33,0.33,1.27,-213.67,-102.67,1.0,1.0,0.0,1.0,341.0,638.0,1.0,0.0,0.0,2.0,201.0,710.0,1.0,1.0,0.0,6.0,-201.0,-710.0,7.0,0.71,0.22,0.12,31.43,-70.86,7.0,0.43,0.0,0.07,-249.71,-394.57,1.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT03_36025,1.0,0.0,1.0,0.5,36.0,-479.0,4.0,1.0,0.14,0.9,-437.25,-142.75,2.0,0.0,0.0,0.0,-113.5,-837.5,3.0,0.67,0.0,0.75,-222.67,-99.0,6.0,0.17,0.0,0.26,-413.0,-506.0,3.0,1.0,0.67,1.8,216.0,-309.33,2.0,0.5,1.5,1.22,70.0,-667.0,3.0,1.0,1.0,5.67,430.67,1719.33,2.0,0.5,0.0,0.0,-365.5,-837.0,1.0,1.0,0.0,0.5,168.0,803.0,0.0,1.0,0.0,0.0,0.0,0.0
LOLTMNT05_17274,1.0,0.0,0.0,0.33,-161.0,-281.0,4.0,0.75,0.25,2.11,315.0,751.75,3.0,0.0,0.6,0.55,-123.67,57.67,2.0,0.5,0.0,0.33,-566.0,-878.5,6.0,0.33,0.17,0.71,-115.33,-591.67,3.0,0.33,0.67,2.38,156.67,-14.67,1.0,0.0,0.0,1.0,-99.0,-710.0,7.0,0.43,0.57,2.0,324.57,650.43,2.0,0.0,0.0,0.6,-120.0,-279.5,11.0,0.45,0.08,0.16,-49.64,-157.73,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT05_16274,5.0,0.2,0.0,0.47,255.0,263.6,1.0,0.0,0.0,1.0,-162.0,87.0,1.0,1.0,0.0,0.0,-1194.0,-769.0,3.0,0.33,1.33,1.0,185.67,-65.0,1.0,1.0,0.0,1.0,-482.0,-936.0,2.0,0.5,0.0,2.0,257.0,803.5,3.0,0.33,0.67,1.5,178.67,491.67,1.0,0.0,0.0,0.0,-114.0,-1938.0,3.0,0.33,0.33,0.14,135.67,-49.33,1.0,0.0,0.0,0.5,104.0,470.0,0.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT05_17277,4.0,0.5,0.25,0.67,32.75,210.5,5.0,0.4,0.0,1.11,-159.2,26.8,5.0,0.0,0.2,0.45,-308.4,-613.4,7.0,0.57,0.12,0.22,-30.57,3.86,5.0,0.0,0.2,0.38,17.8,-38.0,6.0,0.83,0.0,1.9,-71.83,-8.17,3.0,0.67,1.0,2.14,329.33,763.33,3.0,1.0,1.67,2.0,19.0,-129.67,2.0,0.5,0.0,1.0,-190.5,-160.5,7.0,0.86,0.6,0.55,150.86,254.57,1.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT02_39059,3.0,0.33,0.0,1.38,-258.67,-515.33,3.0,0.33,0.0,0.69,253.33,329.0,5.0,0.4,0.83,0.65,-118.0,-312.6,3.0,0.67,0.33,0.5,-122.33,-443.0,1.0,0.0,0.0,0.17,-187.0,-826.0,2.0,0.5,0.0,2.0,-44.5,159.0,2.0,0.5,1.0,0.83,843.5,1094.0,4.0,0.5,0.0,2.56,-545.0,-907.25,1.0,0.0,0.0,0.0,-248.0,-314.0,5.0,0.6,0.0,0.28,-39.0,66.6,0.0,0.0,1.0,0.0,1.0,0.0
LOLTMNT05_16273,1.0,0.0,0.0,0.25,276.0,704.0,4.0,0.5,0.5,0.85,-42.75,-294.0,3.0,0.0,0.33,0.11,-378.0,-750.67,3.0,0.33,0.8,0.65,189.33,299.67,2.0,0.5,0.5,1.38,172.5,-484.0,5.0,0.6,0.4,1.38,-121.8,-218.4,1.0,0.0,0.0,0.33,-183.0,-770.0,6.0,0.67,0.17,2.29,254.5,735.33,1.0,0.0,0.0,0.14,-9.0,-579.0,8.0,0.62,0.11,0.18,-173.62,-135.12,1.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT05_16282,1.0,0.0,0.0,1.5,63.0,-101.0,4.0,0.75,0.75,2.83,101.5,674.25,1.0,0.0,0.0,0.25,-85.0,-284.0,2.0,0.5,0.0,0.0,99.0,303.0,2.0,0.0,0.0,1.2,-62.5,-615.0,6.0,0.5,0.17,0.94,-191.33,-122.33,3.0,0.0,0.2,1.12,-391.0,-390.33,1.0,1.0,0.0,1.0,283.0,351.0,5.0,0.0,0.8,0.58,114.4,176.2,5.0,0.2,0.4,0.2,31.4,-276.2,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT02_39068,4.0,0.25,0.75,1.5,300.5,545.5,2.0,0.5,0.5,1.67,-337.5,-561.0,5.0,1.0,0.33,0.61,-257.2,-129.8,2.0,0.5,0.5,0.67,-43.5,-320.5,2.0,1.0,1.0,3.75,166.5,-30.5,6.0,0.33,0.43,1.39,16.33,203.67,4.0,0.25,0.83,1.75,443.25,1079.0,4.0,0.25,0.5,0.83,-252.25,-407.5,4.0,0.25,0.5,1.0,269.25,452.5,3.0,0.67,0.0,0.12,21.0,-195.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_35041,1.0,0.0,0.0,0.8,-534.0,774.0,7.0,1.0,0.57,3.1,105.57,-248.43,1.0,0.0,1.0,0.2,81.0,220.0,2.0,1.0,0.0,2.0,-539.0,-662.0,3.0,0.0,0.33,0.75,-160.67,-203.33,3.0,1.0,1.0,2.67,197.67,59.0,6.0,0.83,1.0,2.64,438.5,971.83,3.0,0.33,1.0,2.0,456.0,385.0,6.0,0.67,0.2,0.28,-14.83,69.83,3.0,0.33,0.0,0.1,-12.33,76.33,1.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT05_17289,10.0,0.6,0.1,1.82,-137.2,94.9,1.0,1.0,0.0,1.0,-480.0,-605.0,1.0,0.0,0.0,0.0,136.0,-1395.0,3.0,0.33,0.33,1.0,-223.67,303.0,3.0,0.33,0.0,1.44,-41.33,-193.33,1.0,1.0,0.0,1.5,101.0,1176.0,4.0,0.5,0.75,2.86,690.25,1094.25,2.0,0.5,0.5,0.4,3.0,65.0,2.0,0.5,0.0,0.0,40.0,-727.5,3.0,0.67,0.0,1.73,-451.33,442.33,0.0,1.0,1.0,0.0,0.0,0.0
LOLTMNT05_16293,2.0,0.0,0.67,0.31,-289.0,-397.5,3.0,0.67,0.33,0.88,471.0,443.67,2.0,0.0,0.0,0.45,234.5,698.0,3.0,1.0,0.33,1.67,-155.33,-413.0,2.0,0.0,0.0,0.57,-127.5,-539.5,3.0,0.67,0.0,3.2,188.67,665.67,2.0,0.0,0.5,1.33,-119.5,80.0,8.0,0.88,0.22,1.61,-117.5,-240.75,5.0,0.4,0.2,0.29,84.6,-165.0,3.0,0.67,0.0,0.29,-335.0,-225.67,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT05_16290,7.0,0.71,0.12,0.76,-320.0,-479.0,4.0,0.0,0.5,0.95,-308.75,-230.25,3.0,1.0,0.67,2.33,140.67,579.0,5.0,0.0,0.33,0.28,-266.6,-456.2,4.0,1.0,0.25,1.6,322.5,494.75,2.0,0.0,0.5,0.33,-269.5,-1037.5,1.0,1.0,0.0,1.0,63.0,-495.0,2.0,0.0,0.0,1.33,-377.0,-335.0,3.0,0.33,0.0,1.5,277.0,659.33,4.0,0.0,0.0,0.05,-102.75,-654.5,1.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT02_40030,1.0,0.0,1.0,0.67,412.0,-393.0,1.0,1.0,0.0,2.0,-412.0,393.0,1.0,0.0,0.0,0.33,-21.0,-283.0,1.0,1.0,2.0,0.38,21.0,283.0,1.0,0.0,0.5,0.83,120.0,560.0,3.0,0.33,0.0,0.93,-531.33,-1351.0,1.0,0.0,0.0,3.33,9.0,-927.0,4.0,0.5,0.0,2.4,-121.5,367.75,1.0,0.0,0.0,0.0,102.0,-171.0,1.0,1.0,0.0,0.0,-102.0,171.0,1.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT05_17291,2.0,1.0,0.0,1.67,267.5,606.0,4.0,0.25,0.0,0.44,-434.25,-863.0,7.0,0.86,0.12,0.19,95.57,286.71,1.0,0.0,0.0,0.33,-604.0,-1117.0,2.0,1.0,1.0,4.0,382.5,725.5,4.0,0.25,0.4,0.71,-595.75,-784.75,1.0,1.0,1.0,4.0,257.0,563.0,3.0,0.0,0.0,1.71,-273.33,-761.0,3.0,0.33,0.0,0.25,21.33,166.33,2.0,0.5,0.5,0.33,94.0,-156.0,1.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT05_16289,8.0,0.75,0.75,2.39,194.0,506.25,2.0,0.0,0.0,0.27,130.0,-616.0,3.0,0.67,0.67,0.5,182.67,-102.67,2.0,0.0,0.5,0.6,76.0,-191.5,6.0,0.83,0.5,0.62,155.0,339.0,1.0,0.0,1.0,1.0,-117.0,-201.0,1.0,1.0,0.0,7.0,306.0,-90.0,2.0,0.0,0.0,0.83,-135.0,-99.5,6.0,0.5,0.17,0.28,-71.83,-98.67,1.0,0.0,0.0,0.25,-252.0,-208.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT02_39072,1.0,0.0,0.0,2.0,170.0,-858.0,11.0,0.91,0.36,1.68,-156.82,-181.91,4.0,0.0,0.5,0.61,-30.75,-53.0,8.0,0.88,0.25,0.79,-61.75,3.62,1.0,0.0,0.0,0.0,-267.0,-550.0,10.0,0.7,0.2,1.83,73.2,334.7,2.0,0.0,0.5,1.33,-503.5,330.0,9.0,0.78,0.7,2.21,45.89,391.11,1.0,0.0,0.0,0.0,96.0,437.0,4.0,1.0,0.25,0.67,151.0,128.75,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT03_35047,2.0,0.0,0.0,0.12,-520.5,-1284.5,2.0,1.0,0.5,2.33,-135.5,-190.0,1.0,0.0,0.0,0.0,-167.0,-986.0,1.0,1.0,0.0,2.0,167.0,986.0,1.0,0.0,0.0,1.5,-174.0,-469.0,6.0,0.83,0.0,2.25,150.83,733.33,1.0,0.0,0.0,0.5,-446.0,-124.0,1.0,1.0,0.0,3.0,446.0,124.0,3.0,0.33,0.2,0.21,-465.0,-492.67,1.0,1.0,0.0,0.0,-219.0,77.0,0.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT05_16298,1.0,0.0,0.0,0.25,87.0,-1580.0,4.0,0.5,0.17,0.79,-60.25,396.5,1.0,0.0,1.0,0.4,210.0,-862.0,2.0,0.5,0.5,0.89,-213.5,9.5,1.0,0.0,2.0,2.0,270.0,-205.0,3.0,0.67,0.33,1.75,-148.0,-393.0,1.0,0.0,0.0,0.5,-156.0,-875.0,3.0,0.67,0.0,1.56,-90.67,237.33,1.0,0.0,0.0,0.0,36.0,-261.0,1.0,1.0,0.0,0.0,-36.0,261.0,0.0,1.0,0.0,0.0,0.0,0.0
LOLTMNT05_17294,5.0,0.2,0.0,0.36,-253.0,-793.2,7.0,0.57,0.57,2.08,172.0,452.0,1.0,0.0,0.0,0.0,-486.0,-510.0,3.0,1.0,0.0,2.67,231.33,523.67,4.0,0.25,0.29,1.0,112.5,113.0,1.0,1.0,2.0,7.0,374.0,1414.0,3.0,0.0,0.33,0.6,-322.33,-543.0,2.0,0.5,0.0,0.25,77.5,248.0,1.0,0.0,0.0,0.0,407.0,942.0,5.0,1.0,0.6,0.71,82.0,70.4,1.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT05_17295,1.0,0.0,0.0,0.25,-657.0,-857.0,6.0,0.67,0.17,1.53,104.33,560.33,1.0,0.0,0.0,1.25,57.0,-538.0,5.0,0.4,0.29,0.87,-16.8,660.4,1.0,0.0,0.0,0.0,106.0,-604.0,5.0,0.6,0.2,1.6,194.0,304.8,5.0,0.6,0.8,3.22,369.4,708.0,3.0,1.0,1.67,2.2,825.0,1711.0,1.0,0.0,0.0,0.25,141.0,192.0,5.0,0.6,0.2,0.15,49.4,104.2,1.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT05_16300,2.0,0.0,0.0,0.17,-207.5,-733.5,2.0,1.0,1.0,6.0,153.0,244.0,6.0,0.67,0.83,1.14,194.0,365.17,2.0,0.5,0.0,0.2,-452.5,-742.5,6.0,0.67,0.17,2.25,-30.33,-292.5,7.0,0.86,0.14,1.64,196.86,196.43,2.0,0.0,0.0,0.8,-22.0,131.0,2.0,1.0,0.0,1.0,57.5,173.0,2.0,0.0,0.0,0.0,49.5,124.5,2.0,1.0,0.0,0.5,0.5,-143.0,0.0,1.0,1.0,0.0,0.0,0.0
LOLTMNT02_40039,2.0,0.0,0.5,0.17,-491.5,-1051.0,3.0,1.0,0.67,1.56,295.67,817.0,1.0,0.0,0.0,0.0,-1200.0,-1865.0,1.0,1.0,2.0,5.0,1200.0,1865.0,1.0,0.0,0.0,0.33,-361.0,-1373.0,5.0,0.6,0.2,1.91,123.6,489.0,3.0,0.67,0.0,2.0,-643.33,-651.0,2.0,1.0,0.0,3.0,181.0,96.0,1.0,0.0,0.0,0.5,458.0,837.0,2.0,1.0,0.5,1.0,-219.0,-407.5,0.0,0.0,1.0,0.0,1.0,0.0
LOLTMNT01_42974,3.0,0.0,0.33,0.27,-257.67,-56.33,9.0,0.78,0.33,1.58,387.0,648.44,1.0,0.0,0.0,0.2,509.0,124.0,2.0,0.5,0.0,1.12,-271.0,232.0,4.0,0.75,1.25,1.67,568.25,865.25,11.0,0.73,0.5,1.14,-193.18,84.09,3.0,0.33,0.0,0.64,-552.0,-1203.0,7.0,0.71,0.71,2.57,375.43,762.14,6.0,0.5,0.0,0.07,-351.0,-540.33,5.0,1.0,0.2,0.4,156.8,459.6,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT05_17306,5.0,0.8,0.0,1.1,-488.6,-852.4,3.0,0.67,0.33,0.67,-133.67,-412.67,7.0,0.86,0.38,1.33,-124.57,6.29,2.0,0.0,0.5,0.4,-140.5,-531.5,6.0,0.67,0.33,0.82,266.83,593.67,2.0,0.5,0.0,1.0,-93.5,209.5,6.0,0.83,0.75,1.25,34.33,562.83,1.0,0.0,1.5,0.5,-576.0,-1121.0,5.0,1.0,0.5,0.3,-31.4,159.4,7.0,0.57,0.44,0.35,-152.0,-419.43,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT01_41935,1.0,0.0,0.0,0.25,-308.0,44.0,9.0,0.78,0.33,1.58,387.0,648.44,4.0,0.5,1.17,0.71,373.25,10.25,8.0,0.75,0.5,0.75,-80.88,-48.0,1.0,0.0,0.0,0.0,230.0,-761.0,5.0,0.8,0.0,3.12,-101.6,232.0,2.0,0.5,0.67,2.0,-122.0,409.0,7.0,0.71,0.43,1.25,238.43,100.29,2.0,0.0,0.0,0.0,-348.5,-186.5,7.0,0.71,0.43,0.36,-90.29,-243.0,1.0,0.0,1.0,0.0,1.0,0.0
10741-10741_game_1,11.0,0.45,,1.16,,,2.0,0.5,,0.71,,,8.0,0.5,,0.94,,,9.0,0.67,,1.06,,,4.0,0.5,,1.27,,,5.0,0.8,,1.92,,,3.0,0.67,,4.67,,,4.0,0.25,,0.87,,,3.0,0.67,,0.0,,,11.0,0.73,,0.47,,,,1.0,,,,1.0
LOLTMNT02_42012,12.0,0.33,0.25,1.08,-50.25,67.58,7.0,0.29,0.43,0.88,211.14,8.71,5.0,0.2,0.4,0.44,-191.0,-522.0,6.0,0.5,0.43,0.27,-235.67,-603.33,4.0,0.25,2.0,2.1,394.0,-5.25,2.0,0.0,0.0,0.4,-369.5,-600.5,10.0,0.2,0.36,1.1,-474.0,-811.1,2.0,0.0,1.0,0.83,-1.0,-127.0,5.0,0.2,0.0,0.04,-43.6,-176.4,7.0,0.43,0.14,0.36,-166.71,-238.71,0.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT02_41009,25.0,0.56,0.12,1.33,-123.32,-5.92,3.0,1.0,0.33,1.29,485.67,928.0,1.0,0.0,2.0,1.0,213.0,299.0,5.0,0.6,0.2,0.18,-199.8,-191.2,14.0,0.57,0.29,1.75,111.57,179.07,4.0,0.5,0.0,1.88,-175.5,-86.0,5.0,0.4,0.2,0.36,-725.2,-1105.2,5.0,0.4,0.2,1.07,292.2,318.2,12.0,0.67,0.08,0.21,2.75,84.92,4.0,0.5,0.25,1.2,-40.0,-438.0,1.0,0.0,1.0,1.0,1.0,0.0
10742-10742_game_1,1.0,0.0,,1.0,,,5.0,0.2,,0.38,,,7.0,0.43,,0.65,,,3.0,0.67,,2.71,,,3.0,0.0,,1.71,,,5.0,0.6,,0.7,,,7.0,0.57,,1.45,,,4.0,0.75,,2.75,,,2.0,0.0,,0.2,,,4.0,0.5,,0.33,,,,0.0,,,,0.0
10690-10690_game_1,12.0,0.58,,1.15,,,4.0,1.0,,1.8,,,10.0,0.7,,0.79,,,4.0,0.75,,0.5,,,16.0,0.62,,1.37,,,12.0,0.5,,0.96,,,1.0,0.0,,0.5,,,3.0,0.67,,7.0,,,2.0,0.0,,0.4,,,14.0,0.5,,0.18,,,,0.0,,,,0.0
LOLTMNT02_41023,10.0,0.4,0.0,0.95,-219.1,-356.5,12.0,0.33,0.25,1.08,-50.25,67.58,10.0,0.6,0.6,1.19,243.2,279.9,7.0,0.29,0.14,0.24,105.14,26.43,11.0,0.55,0.18,1.03,-65.55,-163.91,3.0,0.0,0.33,2.0,-262.33,45.33,9.0,0.78,0.5,1.96,367.89,690.33,1.0,0.0,0.0,0.0,-500.0,-716.0,4.0,1.0,0.25,1.0,-222.5,-218.25,4.0,0.25,0.0,0.0,-388.75,-597.0,0.0,0.0,1.0,0.0,0.0,1.0
10743-10743_game_1,5.0,0.8,,1.74,,,10.0,0.7,,1.15,,,3.0,0.33,,0.86,,,6.0,0.83,,0.27,,,3.0,0.67,,1.29,,,3.0,0.67,,1.5,,,7.0,0.43,,0.96,,,8.0,0.88,,3.36,,,8.0,0.5,,0.09,,,11.0,0.73,,0.47,,,,0.0,,,,1.0
LOLTMNT02_42037,10.0,0.7,0.5,1.5,5.2,469.9,21.0,0.62,0.29,1.54,25.62,119.05,8.0,0.75,0.25,0.84,-117.0,13.5,7.0,0.43,0.57,1.45,349.57,266.43,14.0,0.57,0.29,1.75,111.57,179.07,4.0,0.5,0.0,1.88,-175.5,-86.0,5.0,0.4,0.2,0.36,-725.2,-1105.2,5.0,0.4,0.2,1.07,292.2,318.2,12.0,0.67,0.08,0.21,2.75,84.92,4.0,0.5,0.25,1.2,-40.0,-438.0,1.0,0.0,0.0,1.0,1.0,1.0
LOLTMNT02_41039,18.0,0.39,0.39,0.79,75.28,106.72,14.0,0.93,0.29,2.1,62.71,148.57,1.0,0.0,0.0,0.5,-33.0,125.0,12.0,0.83,0.17,0.44,-141.42,-221.83,3.0,0.33,0.0,0.88,-35.67,-26.33,1.0,1.0,0.0,1.0,87.0,-700.0,4.0,0.5,0.5,1.11,-44.25,-634.5,12.0,0.75,0.38,1.79,-102.08,93.25,4.0,0.5,0.0,0.0,-197.5,-318.75,10.0,0.7,0.0,0.17,-137.0,-80.5,0.0,0.0,0.0,0.0,0.0,0.0
10690-10690_game_2,15.0,0.67,,1.59,,,5.0,0.4,,0.69,,,10.0,0.7,,0.79,,,8.0,0.5,,0.41,,,1.0,1.0,,7.0,,,12.0,0.5,,0.96,,,6.0,0.67,,2.36,,,1.0,0.0,,0.0,,,12.0,0.83,,0.29,,,1.0,0.0,,0.0,,,,1.0,,,,1.0
LOLTMNT02_42049,12.0,0.33,0.25,1.08,-50.25,67.58,10.0,0.4,0.0,0.95,-219.1,-356.5,1.0,0.0,1.0,0.43,222.0,350.0,6.0,0.5,0.43,0.27,-235.67,-603.33,4.0,0.25,2.0,2.1,394.0,-5.25,11.0,0.55,0.18,1.03,-65.55,-163.91,7.0,0.43,0.56,0.97,157.14,57.71,4.0,0.5,0.75,1.4,117.25,59.25,4.0,0.0,0.0,0.31,-588.25,-861.5,4.0,0.75,0.5,0.14,10.25,54.5,0.0,0.0,1.0,1.0,0.0,0.0
10744-10744_game_1,10.0,0.7,,1.42,,,8.0,0.75,,2.43,,,3.0,0.67,,0.2,,,13.0,0.77,,1.05,,,4.0,0.5,,1.27,,,2.0,0.5,,1.71,,,9.0,0.56,,1.48,,,4.0,0.5,,2.3,,,3.0,1.0,,0.7,,,4.0,0.5,,0.71,,,,0.0,,,,1.0
LOLTMNT02_42050,3.0,1.0,0.33,1.29,485.67,928.0,25.0,0.56,0.12,1.33,-123.32,-5.92,7.0,0.43,0.57,1.45,349.57,266.43,6.0,0.5,0.33,0.29,-268.17,-533.5,4.0,0.25,0.0,0.25,25.5,-269.25,14.0,0.57,0.29,1.75,111.57,179.07,10.0,0.6,0.0,0.9,-663.3,-1000.7,4.0,0.25,0.0,1.0,170.25,10.5,15.0,0.67,0.2,0.39,12.13,34.4,7.0,0.29,0.0,0.11,-345.29,-844.57,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT02_41040,18.0,0.39,0.39,0.79,75.28,106.72,8.0,0.88,0.33,1.11,270.75,403.25,8.0,0.25,0.33,0.41,-99.75,-93.25,11.0,0.73,0.36,0.72,-20.73,73.45,1.0,0.0,0.0,0.2,-809.0,-1712.0,3.0,1.0,0.67,3.5,442.67,1028.33,4.0,0.5,0.5,1.11,-44.25,-634.5,12.0,0.75,0.38,1.79,-102.08,93.25,4.0,0.5,0.0,0.0,-197.5,-318.75,10.0,0.7,0.0,0.17,-137.0,-80.5,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT01_44034,6.0,0.0,0.25,0.24,90.83,-463.33,15.0,0.6,0.12,1.3,-61.33,-143.93,1.0,0.0,0.0,0.2,-563.0,-1424.0,8.0,0.88,0.4,0.54,70.0,265.0,2.0,0.0,0.0,0.71,137.5,-247.5,3.0,0.67,0.33,1.09,-277.67,-112.67,5.0,0.0,0.29,0.42,-1255.6,-2233.4,4.0,0.75,1.75,3.36,689.75,1638.5,2.0,0.0,0.25,0.2,-355.0,-760.0,3.0,1.0,0.0,0.29,92.0,247.33,0.0,0.0,0.0,0.0,0.0,0.0
10690-10690_game_3,15.0,0.67,,1.59,,,5.0,0.4,,0.69,,,10.0,0.7,,0.79,,,4.0,0.75,,0.5,,,16.0,0.62,,1.37,,,3.0,0.33,,0.6,,,6.0,0.67,,2.36,,,3.0,0.67,,7.0,,,12.0,0.83,,0.29,,,2.0,0.0,,0.0,,,,1.0,,,,1.0
10745-10745_game_1,11.0,0.36,,0.92,,,1.0,0.0,,0.17,,,5.0,0.6,,0.85,,,3.0,0.33,,0.38,,,4.0,0.75,,3.0,,,4.0,0.25,,1.0,,,3.0,1.0,,1.73,,,11.0,0.55,,1.44,,,4.0,0.5,,0.0,,,4.0,0.5,,0.27,,,,1.0,,,,1.0
10691-10691_game_1,13.0,0.38,,0.59,,,3.0,0.0,,0.2,,,5.0,0.4,,0.29,,,4.0,0.75,,0.5,,,8.0,0.38,,1.45,,,2.0,0.0,,0.5,,,1.0,1.0,,3.0,,,1.0,0.0,,0.0,,,7.0,0.57,,0.17,,,3.0,0.0,,0.22,,,,1.0,,,,1.0
LOLTMNT01_43117,15.0,0.6,0.12,1.3,-61.33,-143.93,1.0,0.0,0.0,0.5,-322.0,-8.0,8.0,0.88,0.4,0.54,70.0,265.0,2.0,0.0,1.0,0.27,-438.0,-772.5,1.0,1.0,1.0,1.0,-6.0,113.0,2.0,0.0,0.0,0.71,137.5,-247.5,4.0,0.75,1.75,3.36,689.75,1638.5,5.0,0.0,0.29,0.42,-1255.6,-2233.4,3.0,1.0,0.0,0.29,92.0,247.33,2.0,0.0,0.25,0.2,-355.0,-760.0,1.0,0.0,1.0,1.0,1.0,1.0
10691-10691_game_2,7.0,0.86,,0.84,,,13.0,0.38,,0.59,,,8.0,0.62,,1.58,,,5.0,0.4,,0.29,,,13.0,0.62,,1.03,,,6.0,0.33,,2.18,,,1.0,1.0,,3.0,,,4.0,0.0,,0.64,,,3.0,0.67,,0.33,,,1.0,0.0,,0.0,,,,1.0,,,,1.0
10746-10746_game_1,7.0,0.29,,0.71,,,1.0,0.0,,0.75,,,2.0,0.5,,2.4,,,6.0,0.67,,0.69,,,2.0,1.0,,1.33,,,4.0,0.5,,1.11,,,4.0,0.5,,1.56,,,1.0,0.0,,0.75,,,6.0,0.67,,0.55,,,5.0,0.6,,0.62,,,,0.0,,,,1.0
LOLTMNT01_44063,3.0,0.33,1.0,1.21,127.33,348.0,3.0,0.33,0.4,1.64,-62.67,-610.67,9.0,0.44,0.25,0.21,-82.11,-429.44,7.0,0.43,0.33,0.81,91.86,252.0,3.0,0.67,0.0,2.29,193.67,48.67,1.0,0.0,0.0,0.4,-649.0,-1005.0,8.0,0.5,0.1,1.0,-520.5,-789.0,3.0,0.0,1.0,1.9,581.33,1726.0,10.0,0.4,0.45,0.23,198.4,100.9,2.0,0.0,0.0,0.71,128.5,436.5,1.0,0.0,1.0,0.0,0.0,1.0
LOLTMNT02_42068,16.0,0.69,0.12,1.15,-146.19,-48.62,6.0,0.67,0.0,0.9,-109.83,-126.83,2.0,0.0,0.5,1.0,-97.0,-158.5,9.0,0.56,0.67,1.46,167.56,516.56,5.0,0.6,0.0,1.33,169.6,479.8,4.0,1.0,0.25,7.75,-99.5,-210.75,5.0,0.8,0.2,1.9,-576.2,-826.4,7.0,0.71,0.0,2.82,475.29,578.29,3.0,0.33,0.0,0.21,45.67,-30.33,6.0,0.67,0.0,0.29,-97.83,-223.33,0.0,0.0,0.0,0.0,1.0,0.0
