gameid,Bluetopgp,Bluetopwr,Bluetopkda10,Bluetopkda15,Bluetopgolddiffat10,Bluetopgolddiffat15,Redtopgp,Redtopwr,Redtopkda10,Redtopkda15,Redtopgolddiffat10,Redtopgolddiffat15,Bluejnggp,Bluejngwr,Bluejngkda10,Bluejngkda15,Bluejnggolddiffat10,Bluejnggolddiffat15,Redjnggp,Redjngwr,Redjngkda10,Redjngkda15,Redjnggolddiffat10,Redjnggolddiffat15,Bluemidgp,Bluemidwr,Bluemidkda10,Bluemidkda15,Bluemidgolddiffat10,Bluemidgolddiffat15,Redmidgp,Redmidwr,Redmidkda10,Redmidkda15,Redmidgolddiffat10,Redmidgolddiffat15,Bluebotgp,Bluebotwr,Bluebotkda10,Bluebotkda15,Bluebotgolddiffat10,Bluebotgolddiffat15,Redbotgp,Redbotwr,Redbotkda10,Redbotkda15,Redbotgolddiffat10,Redbotgolddiffat15,Bluesupgp,Bluesupwr,Bluesupkda10,Bluesupkda15,Bluesupgolddiffat10,Bluesupgolddiffat15,Redsupgp,Redsupwr,Redsupkda10,Redsupkda15,Redsupgolddiffat10,Redsupgolddiffat15,firsttower,firstblood,firstherald,firstbaron,firstdragon,result
LOLTMNT01_67535,7.0,0.57,0.57,0.82,-280.57,-754.29,1.0,1.0,1.0,4.0,972.0,1568.0,2.0,0.0,0.5,0.21,-99.0,-535.5,3.0,0.33,0.33,0.91,-57.0,298.33,2.0,0.5,0.33,1.17,-267.5,-97.0,2.0,0.5,1.0,0.5,160.5,-151.0,2.0,0.5,0.0,2.5,-147.0,-319.5,5.0,0.4,0.0,1.0,-624.8,-848.4,7.0,0.43,0.11,0.26,-187.71,-407.86,2.0,0.5,0.0,0.25,577.0,555.0,0.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT03_55227,3.0,0.67,0.33,0.9,124.67,307.67,1.0,1.0,0.0,9.0,-587.0,-1025.0,4.0,0.75,0.5,0.67,-82.5,27.5,9.0,0.78,0.44,0.96,2.78,195.89,4.0,0.75,0.25,2.5,65.0,162.25,3.0,0.67,0.0,0.86,180.33,-183.33,4.0,0.25,0.5,1.1,92.75,338.75,6.0,0.67,0.5,3.15,131.17,23.0,1.0,0.0,0.0,0.0,-362.0,-189.0,10.0,0.6,0.2,0.11,148.2,262.1,0.0,1.0,0.0,0.0,0.0,0.0
LOLTMNT03_55229,3.0,0.33,0.0,0.56,-251.0,114.33,1.0,0.0,0.0,1.0,-60.0,-332.0,2.0,1.0,0.5,4.0,138.5,354.5,1.0,0.0,1.0,0.67,-180.0,-857.0,4.0,0.5,0.75,2.33,368.5,297.75,1.0,0.0,0.0,0.0,-683.0,-1076.0,6.0,0.5,0.25,0.8,-1061.5,-1655.33,1.0,0.0,1.0,0.67,1665.0,2053.0,9.0,0.44,0.18,0.25,323.22,515.33,3.0,0.33,0.5,0.11,50.33,-133.67,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT03_55232,1.0,1.0,0.0,3.5,350.0,694.0,3.0,0.67,0.25,0.44,103.0,-124.0,1.0,1.0,4.0,1.25,141.0,597.0,2.0,0.0,2.0,2.6,106.5,187.0,2.0,0.5,0.5,0.9,-72.0,161.5,1.0,0.0,1.0,1.2,265.0,-491.0,2.0,1.0,0.0,1.0,-24.5,374.0,1.0,0.0,0.5,1.0,-44.0,-885.0,1.0,1.0,2.0,0.33,560.0,1324.0,6.0,0.83,0.1,0.14,-239.0,-329.83,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_55233,2.0,1.0,0.0,1.75,-43.5,238.0,2.0,0.0,0.5,0.29,457.5,553.5,6.0,0.83,1.33,2.33,563.83,805.83,3.0,0.67,0.0,0.18,-819.33,-949.0,1.0,1.0,0.0,1.0,169.0,-831.0,6.0,0.83,0.0,2.25,150.83,733.33,6.0,0.83,1.0,2.64,438.5,971.83,5.0,0.6,0.33,2.27,171.4,270.4,6.0,0.67,0.2,0.28,-14.83,69.83,3.0,0.67,0.0,0.29,-106.33,82.33,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_54594,7.0,0.71,1.12,1.75,782.5,777.17,2.0,0.5,0.0,0.5,-635.5,-630.5,3.0,1.0,1.0,2.8,-244.0,-130.33,3.0,0.33,1.0,1.27,288.0,548.0,6.0,0.83,0.17,1.69,228.0,570.33,3.0,0.33,1.0,2.0,252.33,209.0,4.0,0.75,0.25,5.8,19.75,411.75,4.0,0.5,0.0,0.82,250.0,126.25,3.0,1.0,0.0,0.11,-287.67,-556.67,1.0,0.0,1.0,0.14,609.0,847.0,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT01_68149,7.0,0.57,0.57,0.82,-280.57,-754.29,1.0,1.0,0.0,7.0,517.0,312.0,1.0,0.0,1.0,0.33,-123.0,-122.0,1.0,1.0,1.0,5.0,123.0,122.0,4.0,0.5,0.25,2.38,288.5,525.5,3.0,0.67,0.0,0.85,152.0,32.0,3.0,0.33,0.0,0.73,-242.67,-952.67,6.0,0.5,0.0,1.21,-33.5,231.0,1.0,0.0,0.0,0.5,-36.0,-47.0,4.0,0.75,0.25,1.0,159.25,234.0,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT06_24830,5.0,0.6,0.17,1.0,341.4,397.0,1.0,0.0,0.0,0.0,-269.0,-565.0,8.0,0.75,0.5,0.8,132.75,88.88,6.0,0.5,0.17,0.2,-102.67,-569.33,7.0,0.71,0.57,2.79,148.29,184.29,5.0,0.0,0.2,0.38,17.8,-38.0,7.0,1.0,1.0,5.57,404.14,951.29,2.0,0.5,0.33,1.17,-209.0,-103.5,3.0,0.67,0.0,0.29,17.33,-72.0,8.0,0.25,0.2,0.12,-91.12,-103.88,1.0,0.0,0.0,1.0,0.0,1.0
LOLTMNT03_54595,4.0,0.75,0.0,0.54,268.0,510.25,8.0,0.5,0.29,0.95,-316.38,-360.75,2.0,1.0,0.67,0.67,-40.5,-408.0,5.0,0.6,0.33,0.94,-461.6,-433.6,1.0,1.0,2.0,2.0,-202.0,-208.0,9.0,0.56,0.45,1.27,-183.11,-344.56,3.0,0.67,0.67,2.0,-218.67,-704.33,5.0,0.4,0.75,1.1,414.0,381.8,7.0,0.57,0.0,0.09,-273.14,-553.0,3.0,0.67,0.33,0.4,-14.0,-400.0,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT03_55234,2.0,1.0,0.0,3.33,933.5,965.5,2.0,0.0,0.0,0.44,-467.0,-56.0,9.0,0.78,0.44,0.96,2.78,195.89,2.0,0.0,1.5,1.33,495.5,388.5,2.0,1.0,2.5,1.83,768.0,667.5,5.0,0.6,0.17,1.67,-151.4,-0.8,6.0,0.67,0.5,3.15,131.17,23.0,4.0,0.25,0.5,1.1,92.75,338.75,1.0,1.0,0.0,0.0,163.0,132.0,3.0,0.67,0.0,0.33,-22.33,74.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_54596,5.0,0.2,0.6,0.73,473.6,1043.8,2.0,0.5,0.0,0.2,-350.0,-636.5,4.0,0.25,0.0,0.67,-443.5,-434.25,4.0,0.25,0.0,0.36,160.5,182.5,2.0,0.5,0.0,0.71,-418.5,-466.5,3.0,0.33,0.67,1.2,316.67,50.0,3.0,0.67,0.67,5.6,-70.0,179.33,3.0,0.33,0.5,1.75,-395.67,-748.33,1.0,0.0,0.0,0.0,46.0,108.0,2.0,0.5,0.0,0.0,-104.0,-335.5,1.0,1.0,0.0,0.0,1.0,0.0
LOLTMNT06_25810,2.0,0.0,0.0,0.5,-353.0,-45.0,2.0,1.0,0.33,0.57,-526.5,-1023.5,5.0,0.6,1.4,1.19,34.8,315.2,1.0,1.0,0.0,0.8,410.0,262.0,2.0,0.5,0.5,1.5,184.0,111.5,2.0,1.0,0.5,1.17,456.5,1478.0,3.0,0.67,1.0,5.0,556.67,935.0,2.0,1.0,1.5,3.6,-0.5,-229.5,2.0,0.0,1.0,0.3,-120.0,-339.5,13.0,0.69,0.33,0.21,203.15,249.23,1.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT01_67577,5.0,0.6,0.6,1.27,-9.4,-55.0,1.0,0.0,0.5,0.2,-356.0,-692.0,4.0,0.75,0.75,1.0,418.0,1052.75,1.0,0.0,0.0,0.0,-575.0,-1568.0,1.0,1.0,1.0,6.0,212.0,625.0,1.0,0.0,0.0,1.0,-212.0,-625.0,5.0,0.8,0.4,2.17,622.4,744.6,7.0,0.57,0.71,1.48,-229.29,-394.57,5.0,0.8,0.0,0.2,100.2,361.8,3.0,0.67,0.0,0.0,-303.0,-441.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT06_24831,2.0,0.5,0.25,0.86,-151.5,783.0,2.0,1.0,0.33,0.57,-526.5,-1023.5,13.0,0.77,0.62,1.48,215.85,321.85,5.0,0.6,0.4,2.42,-61.2,321.6,7.0,0.86,0.43,3.0,473.71,746.57,2.0,1.0,0.0,4.0,-456.0,-666.5,6.0,0.5,0.33,2.5,255.17,892.5,4.0,0.75,0.25,1.62,-845.0,-1901.0,2.0,0.0,1.0,0.3,-120.0,-339.5,13.0,0.69,0.33,0.21,203.15,249.23,1.0,1.0,0.0,0.0,0.0,0.0
LOLTMNT01_68179,5.0,0.6,0.0,1.2,-329.4,-368.4,4.0,0.5,0.25,0.67,185.25,157.0,2.0,1.0,1.0,3.25,633.0,858.0,6.0,0.5,0.0,0.57,-211.83,-160.5,3.0,1.0,0.33,4.67,844.0,1452.0,5.0,0.4,1.0,1.15,-188.8,-79.0,6.0,1.0,0.5,3.22,43.83,103.33,1.0,0.0,0.0,0.25,-258.0,-183.0,8.0,1.0,0.0,0.4,-145.0,-156.0,2.0,0.5,0.0,0.0,63.5,34.0,0.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT01_67606,5.0,0.4,0.57,0.69,368.6,62.8,2.0,0.0,0.0,0.5,-689.5,-1326.0,3.0,0.67,1.0,0.81,592.0,990.67,6.0,0.67,0.17,1.24,-88.17,252.67,2.0,1.0,0.0,2.33,-147.5,-801.0,4.0,0.75,0.75,3.0,598.0,478.5,4.0,0.75,0.25,2.67,-81.0,215.25,1.0,0.0,1.0,1.2,217.0,482.0,3.0,0.33,0.33,0.14,1.0,-19.33,2.0,0.5,1.0,0.25,276.5,361.0,1.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT01_67611,3.0,1.0,0.25,0.79,-401.67,-657.33,6.0,0.33,0.43,0.83,329.33,489.0,2.0,1.0,0.5,0.3,77.5,164.0,2.0,0.0,0.0,0.5,10.0,248.0,3.0,1.0,0.67,2.0,395.0,555.0,6.0,0.5,0.83,2.62,-103.17,-156.5,4.0,0.75,0.0,3.1,-403.0,-702.0,2.0,0.0,0.5,1.57,128.0,463.5,9.0,0.78,0.33,0.27,-60.22,-71.0,3.0,0.0,0.33,0.22,-2.67,-115.0,0.0,0.0,1.0,1.0,0.0,1.0
LOLTMNT01_68217,7.0,0.43,0.86,1.21,-92.14,-314.57,4.0,1.0,0.25,4.0,-106.75,456.25,5.0,0.6,0.0,0.33,-273.6,-657.4,6.0,0.67,0.29,0.78,-280.83,-247.67,1.0,0.0,0.0,0.25,172.0,896.0,9.0,0.56,0.56,2.37,144.0,91.11,7.0,0.29,1.0,1.33,34.57,-346.29,3.0,0.67,1.67,3.29,373.33,1458.67,3.0,0.0,0.0,0.06,-485.0,-603.67,2.0,0.5,0.0,0.14,-450.0,-470.5,0.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT01_67631,4.0,0.0,0.0,0.57,-74.25,-363.5,1.0,1.0,0.0,6.0,-247.0,-547.0,4.0,0.5,0.75,0.58,307.75,451.5,1.0,1.0,0.0,0.5,-198.0,-347.0,3.0,0.67,0.0,1.6,-275.33,-20.67,2.0,0.5,1.5,1.38,636.0,1518.0,5.0,0.6,0.0,2.12,-374.4,-470.6,2.0,1.0,0.0,3.0,2.0,-678.5,6.0,0.67,0.0,0.23,-33.0,-43.67,2.0,0.5,0.0,0.25,-86.5,238.0,1.0,0.0,1.0,0.0,0.0,0.0
LOLTMNT01_68224,7.0,0.29,0.25,0.56,-399.71,-742.43,3.0,0.67,1.33,1.86,685.67,693.67,1.0,1.0,0.0,0.75,-559.0,-211.0,4.0,0.5,0.67,0.59,39.25,50.0,4.0,0.25,0.0,0.53,-641.25,-519.5,3.0,0.33,0.33,1.14,393.33,451.0,2.0,0.5,0.0,2.6,244.5,295.0,5.0,0.2,0.5,2.05,-178.8,-398.4,8.0,0.25,0.11,0.16,-185.0,-562.62,2.0,0.5,0.0,0.17,92.0,509.0,1.0,0.0,0.0,1.0,1.0,1.0
LOLTMNT03_55271,10.0,0.7,0.5,1.5,5.2,469.9,10.0,0.6,0.64,1.5,422.8,212.4,8.0,0.75,0.25,0.84,-117.0,13.5,14.0,0.5,0.2,0.32,-236.86,-269.0,5.0,0.8,1.0,3.33,315.2,428.2,9.0,0.56,0.56,1.68,151.11,126.33,8.0,0.62,0.25,2.0,13.0,-33.5,2.0,0.0,0.0,2.33,-541.0,-559.0,5.0,0.6,0.0,0.33,-47.6,5.0,6.0,0.5,0.0,0.5,-150.83,-226.67,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_54632,8.0,0.38,0.0,0.6,289.88,500.62,16.0,0.62,0.29,0.8,-206.12,-363.19,2.0,0.5,0.0,1.0,249.0,400.0,7.0,0.71,0.43,0.58,-44.29,125.43,2.0,0.5,2.0,4.0,740.5,1428.5,4.0,0.75,0.25,1.0,-445.5,-528.25,4.0,0.75,1.25,1.82,1019.5,1248.75,15.0,0.6,0.93,2.67,298.4,729.13,9.0,0.56,0.3,0.33,-145.44,-284.56,4.0,1.0,0.4,0.89,-431.75,-268.75,1.0,0.0,1.0,0.0,1.0,0.0
LOLTMNT03_54636,8.0,0.5,0.0,1.07,-197.75,48.38,3.0,0.0,0.0,0.7,-110.33,-216.33,4.0,0.75,0.75,0.92,-231.75,-203.75,1.0,0.0,2.0,0.57,778.0,606.0,7.0,0.57,0.11,1.25,-96.29,137.29,4.0,0.75,1.0,1.64,281.75,706.5,15.0,0.27,0.25,0.98,209.2,634.67,11.0,0.55,0.82,2.39,253.09,205.91,10.0,0.6,0.3,0.15,131.4,20.7,3.0,0.0,0.0,0.06,-440.0,-713.0,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_55274,10.0,0.7,0.5,1.5,5.2,469.9,2.0,0.5,0.0,0.75,310.5,569.5,8.0,0.75,0.25,0.84,-117.0,13.5,9.0,0.67,0.56,1.94,168.78,13.67,6.0,0.33,0.0,0.6,2.67,-50.17,5.0,0.6,1.0,1.5,217.6,225.0,9.0,0.78,0.56,5.12,-111.33,-463.22,8.0,0.5,0.5,1.74,660.75,1229.5,13.0,0.46,0.0,0.08,-238.62,-453.69,2.0,0.5,1.5,2.25,399.5,735.0,0.0,0.0,0.0,1.0,0.0,0.0
10858-10858_game_1,3.0,0.33,,0.42,,,4.0,0.25,,1.06,,,2.0,0.0,,0.18,,,4.0,0.5,,0.22,,,2.0,0.5,,0.6,,,4.0,0.75,,0.79,,,1.0,0.0,,1.2,,,5.0,0.4,,1.2,,,2.0,0.0,,0.0,,,3.0,0.67,,0.29,,,,0.0,,,,0.0
10858-10858_game_2,6.0,0.67,,1.17,,,3.0,0.0,,0.08,,,6.0,1.0,,2.9,,,1.0,0.0,,0.0,,,3.0,1.0,,3.0,,,3.0,0.33,,1.25,,,4.0,1.0,,8.5,,,1.0,0.0,,0.2,,,3.0,1.0,,0.2,,,3.0,0.33,,0.41,,,,0.0,,,,1.0
LOLTMNT03_55277,2.0,0.5,0.0,0.75,310.5,569.5,10.0,0.7,0.5,1.5,5.2,469.9,9.0,0.67,0.56,1.94,168.78,13.67,8.0,0.75,0.25,0.84,-117.0,13.5,1.0,0.0,0.0,0.0,17.0,227.0,6.0,0.33,0.0,0.6,2.67,-50.17,8.0,0.5,0.5,1.74,660.75,1229.5,9.0,0.78,0.56,5.12,-111.33,-463.22,1.0,0.0,1.0,1.0,96.0,1076.0,7.0,0.29,0.0,0.11,-345.29,-844.57,1.0,0.0,0.0,1.0,0.0,0.0
LOLTMNT03_54640,14.0,0.71,0.33,1.88,-277.71,-194.93,8.0,0.38,0.0,0.6,289.88,500.62,4.0,0.75,0.0,1.33,186.75,347.25,3.0,0.67,1.0,1.0,153.67,194.33,6.0,0.33,0.5,1.0,-41.33,-268.33,1.0,0.0,0.0,0.25,202.0,155.0,8.0,0.62,0.62,2.75,-526.88,-875.25,15.0,0.27,0.25,0.98,209.2,634.67,8.0,0.75,0.25,0.52,-103.38,32.62,9.0,0.56,0.3,0.33,-145.44,-284.56,0.0,0.0,1.0,1.0,1.0,1.0
10901-10901_game_1,6.0,0.33,,0.4,,,6.0,0.33,,0.45,,,9.0,0.33,,0.11,,,5.0,0.4,,0.67,,,3.0,0.0,,1.5,,,6.0,0.83,,3.0,,,6.0,0.33,,0.94,,,8.0,0.62,,1.22,,,10.0,0.6,,0.23,,,1.0,1.0,,2.0,,,,0.0,,,,0.0
10859-10859_game_1,5.0,0.8,,0.64,,,1.0,0.0,,0.4,,,3.0,0.67,,1.86,,,5.0,0.4,,0.71,,,4.0,1.0,,4.2,,,4.0,0.25,,1.57,,,2.0,1.0,,3.43,,,4.0,0.25,,0.92,,,2.0,0.5,,0.33,,,9.0,0.44,,0.29,,,,1.0,,,,1.0
LOLTMNT03_55288,5.0,1.0,0.33,1.43,627.6,516.0,5.0,0.0,0.2,0.25,-215.4,-707.2,9.0,1.0,0.89,1.81,242.78,458.89,8.0,0.12,0.0,0.2,-315.5,-512.5,1.0,1.0,0.0,6.0,438.0,570.0,11.0,0.36,0.17,0.79,-303.82,-137.27,5.0,1.0,0.0,2.6,-1119.4,-1738.4,5.0,0.2,0.33,0.62,711.6,884.2,5.0,1.0,0.0,0.2,373.6,596.8,3.0,0.0,0.67,0.29,-607.67,-1013.0,1.0,0.0,1.0,1.0,0.0,1.0
10901-10901_game_2,9.0,0.44,,0.69,,,5.0,0.8,,1.5,,,4.0,0.25,,1.08,,,6.0,0.83,,1.65,,,4.0,0.5,,3.43,,,6.0,0.83,,3.0,,,6.0,0.33,,0.94,,,5.0,0.4,,1.27,,,4.0,0.5,,0.06,,,4.0,0.5,,0.19,,,,1.0,,,,0.0
10859-10859_game_2,5.0,0.4,,0.83,,,5.0,0.6,,0.92,,,4.0,1.0,,1.73,,,1.0,0.0,,0.0,,,3.0,0.33,,1.0,,,4.0,0.25,,1.0,,,3.0,0.67,,7.0,,,3.0,0.0,,2.11,,,4.0,0.25,,0.12,,,8.0,0.38,,0.14,,,,1.0,,,,1.0
LOLTMNT03_55290,2.0,1.0,0.0,2.5,150.0,357.5,1.0,0.0,0.0,0.2,-13.0,-656.0,9.0,1.0,0.89,1.81,242.78,458.89,8.0,0.12,0.0,0.2,-315.5,-512.5,6.0,1.0,0.33,1.91,70.83,106.83,4.0,0.25,0.75,0.85,363.75,441.25,5.0,1.0,0.0,2.6,-1119.4,-1738.4,5.0,0.2,0.33,0.62,711.6,884.2,5.0,1.0,0.0,0.2,373.6,596.8,3.0,0.0,0.67,0.29,-607.67,-1013.0,1.0,0.0,1.0,0.0,0.0,1.0
10902-10902_game_1,2.0,1.0,,3.5,,,21.0,0.52,,0.57,,,2.0,0.5,,0.4,,,2.0,0.5,,4.0,,,9.0,0.44,,1.05,,,4.0,0.25,,1.25,,,6.0,0.5,,2.5,,,4.0,0.75,,1.25,,,5.0,0.6,,0.09,,,8.0,0.75,,0.23,,,,1.0,,,,1.0
10859-10859_game_3,4.0,0.5,,1.5,,,6.0,0.5,,1.25,,,3.0,0.67,,2.17,,,1.0,0.0,,0.5,,,1.0,1.0,,3.5,,,6.0,0.67,,2.22,,,8.0,0.88,,2.42,,,7.0,0.57,,2.05,,,5.0,0.8,,0.47,,,6.0,0.67,,0.13,,,,0.0,,,,1.0
10902-10902_game_2,21.0,0.52,,0.57,,,7.0,0.43,,1.0,,,2.0,0.0,,0.44,,,9.0,0.22,,0.6,,,4.0,0.25,,1.25,,,9.0,0.44,,1.05,,,1.0,0.0,,0.4,,,10.0,0.6,,2.04,,,4.0,0.5,,0.07,,,4.0,0.5,,0.31,,,,0.0,,,,0.0
LOLTMNT03_55307,17.0,0.82,0.0,1.7,-3.24,287.59,4.0,0.5,0.2,0.64,12.25,-258.75,7.0,0.29,0.75,0.79,168.86,29.0,9.0,0.67,0.44,1.24,-187.78,-84.89,1.0,0.0,0.0,1.0,155.0,568.0,8.0,0.75,0.38,2.86,136.0,372.75,8.0,0.75,0.62,1.64,353.38,341.62,12.0,0.67,0.58,1.9,185.08,308.75,2.0,0.0,0.0,0.0,-100.0,-114.0,9.0,0.78,0.33,0.36,-33.44,-36.89,0.0,0.0,0.0,0.0,0.0,0.0
10860-10860_game_1,5.0,0.6,,0.88,,,5.0,0.6,,1.92,,,4.0,0.75,,2.55,,,3.0,0.0,,0.33,,,4.0,0.75,,2.2,,,5.0,0.4,,0.89,,,3.0,0.33,,1.11,,,3.0,0.33,,2.1,,,8.0,0.5,,0.12,,,7.0,0.29,,0.15,,,,0.0,,,,1.0
10860-10860_game_2,10.0,0.1,,0.5,,,2.0,0.5,,0.62,,,6.0,0.0,,0.59,,,4.0,0.75,,1.47,,,7.0,0.14,,0.91,,,2.0,1.0,,10.0,,,5.0,0.0,,0.73,,,2.0,0.5,,1.12,,,7.0,0.0,,0.25,,,2.0,1.0,,0.29,,,,0.0,,,,0.0
LOLTMNT03_55310,17.0,0.82,0.0,1.7,-3.24,287.59,10.0,0.7,0.27,0.64,-137.9,87.6,8.0,0.75,0.5,1.3,47.12,32.12,3.0,0.67,0.67,1.5,286.0,458.0,12.0,0.83,0.75,2.38,-7.0,110.08,8.0,0.75,0.38,2.86,136.0,372.75,8.0,0.75,0.62,1.64,353.38,341.62,12.0,0.67,0.58,1.9,185.08,308.75,3.0,1.0,0.0,1.0,105.67,167.33,10.0,0.6,0.1,0.36,17.4,87.1,1.0,0.0,1.0,1.0,1.0,1.0
10903-10903_game_1,6.0,0.5,,1.56,,,17.0,0.65,,1.06,,,12.0,0.5,,1.42,,,8.0,0.5,,1.53,,,6.0,0.5,,0.92,,,9.0,0.56,,0.4,,,2.0,1.0,,3.33,,,1.0,0.0,,0.67,,,9.0,0.78,,0.85,,,8.0,0.75,,0.45,,,,0.0,,,,1.0
LOLTMNT03_55313,4.0,0.5,0.2,0.64,12.25,-258.75,17.0,0.82,0.0,1.7,-3.24,287.59,11.0,1.0,0.09,0.72,-180.09,-214.91,7.0,0.29,0.75,0.79,168.86,29.0,8.0,0.5,0.38,1.62,-156.75,-201.75,3.0,0.33,0.67,1.09,-86.33,-474.67,3.0,1.0,0.67,7.33,15.67,239.0,2.0,0.0,0.5,1.4,-62.5,589.5,7.0,1.0,0.0,0.35,-29.29,108.43,4.0,0.5,0.5,0.17,266.25,258.5,1.0,0.0,0.0,1.0,0.0,1.0
10903-10903_game_2,7.0,0.29,,0.85,,,18.0,0.5,,0.84,,,1.0,0.0,,0.0,,,8.0,0.62,,1.58,,,10.0,0.5,,0.64,,,3.0,0.67,,1.62,,,5.0,0.4,,4.0,,,2.0,0.5,,1.0,,,1.0,0.0,,0.33,,,9.0,0.78,,0.85,,,,0.0,,,,0.0
LOLTMNT06_25828,1.0,0.0,0.0,0.4,-425.0,-558.0,8.0,0.75,0.75,2.39,194.0,506.25,2.0,0.5,0.0,0.5,-503.5,-882.5,9.0,0.67,0.9,1.47,307.0,446.33,5.0,0.6,0.4,1.38,-121.8,-218.4,2.0,1.0,0.0,1.5,85.0,194.0,5.0,0.6,1.4,4.21,130.4,329.6,4.0,0.75,0.0,1.89,-234.75,-278.75,1.0,0.0,0.0,0.0,-487.0,-346.0,11.0,0.82,0.17,0.27,141.64,189.18,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT06_24848,4.0,1.0,0.0,1.8,223.25,1255.75,1.0,0.0,0.0,0.0,473.0,610.0,1.0,1.0,0.0,1.5,-268.0,-116.0,1.0,0.0,0.0,0.25,268.0,116.0,1.0,1.0,0.0,5.0,-274.0,-728.0,1.0,0.0,0.0,0.0,274.0,728.0,5.0,0.6,1.0,3.38,-137.4,-373.6,1.0,0.0,1.0,1.0,108.0,687.0,8.0,0.75,0.1,0.3,0.88,216.38,2.0,0.0,0.33,0.14,-223.5,-596.0,1.0,0.0,1.0,0.0,1.0,1.0
LOLTMNT06_25838,8.0,0.75,0.75,2.39,194.0,506.25,3.0,0.33,0.0,0.75,-296.33,-422.0,5.0,0.8,0.57,1.0,97.6,302.6,3.0,0.33,0.8,0.65,189.33,299.67,6.0,0.83,0.5,0.62,155.0,339.0,3.0,0.0,0.33,0.86,-2.67,195.33,3.0,0.67,1.0,1.9,-181.33,-428.33,5.0,0.6,1.4,4.21,130.4,329.6,11.0,0.82,0.17,0.27,141.64,189.18,8.0,0.62,0.11,0.18,-173.62,-135.12,1.0,0.0,1.0,1.0,1.0,1.0
LOLTMNT03_55359,3.0,0.67,0.67,2.57,148.33,178.33,6.0,0.67,0.0,1.4,-71.5,415.17,5.0,0.6,0.6,1.11,316.4,527.6,3.0,1.0,0.5,1.86,86.0,-74.33,2.0,0.5,0.5,3.6,373.5,1270.0,5.0,0.8,0.2,2.12,19.6,246.4,1.0,0.0,0.0,2.0,474.0,864.0,4.0,1.0,0.4,2.4,81.5,338.5,5.0,0.6,0.2,0.29,109.6,53.8,2.0,1.0,0.0,0.0,137.0,192.5,1.0,0.0,1.0,1.0,1.0,0.0
LOLTMNT06_24850,1.0,0.0,0.0,0.0,-107.0,228.0,5.0,0.6,0.6,0.85,197.8,411.4,1.0,0.0,0.0,1.0,-25.0,-80.0,2.0,0.5,0.5,0.33,-23.0,-361.5,1.0,0.0,0.0,0.25,126.0,218.0,2.0,0.5,0.0,1.43,-663.0,-1083.0,3.0,0.33,0.0,2.43,-397.0,-514.67,1.0,1.0,0.0,1.0,342.0,122.0,5.0,0.2,0.4,0.2,31.4,-276.2,3.0,0.67,0.33,0.2,129.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT03_55355,2.0,0.0,0.5,0.67,-34.0,-690.0,2.0,0.5,0.0,1.0,-282.5,-34.5,2.0,0.0,0.5,0.27,-155.5,-244.5,5.0,0.8,0.6,1.18,-49.0,73.0,1.0,0.0,0.0,0.14,-1050.0,-442.0,4.0,0.5,1.25,2.11,459.75,202.5,2.0,0.0,1.0,1.67,343.0,14.0,4.0,1.0,0.25,5.0,543.0,1004.5,1.0,0.0,0.0,0.0,-80.0,-91.0,3.0,1.0,0.0,0.18,-548.33,-670.0,0.0,0.0,0.0,0.0,0.0,0.0
LOLTMNT06_24855,2.0,0.0,0.0,0.14,-317.0,-471.5,4.0,0.5,0.5,0.85,-42.75,-294.0,5.0,0.8,0.57,1.0,97.6,302.6,3.0,0.67,1.0,2.3,248.33,252.67,2.0,0.5,0.5,0.86,-15.0,4.0,5.0,0.6,0.4,1.38,-121.8,-218.4,7.0,0.57,0.25,1.65,-422.43,-652.86,1.0,1.0,1.0,8.0,405.0,187.0,11.0,0.82,0.17,0.27,141.64,189.18,8.0,0.62,0.11,0.18,-173.62,-135.12,0.0,0.0,0.0,0.0,1.0,0.0
LOLTMNT03_54754,1.0,1.0,0.0,3.5,-84.0,-133.0,6.0,0.67,0.0,1.4,-71.5,415.17,1.0,1.0,0.0,0.25,-703.0,-188.0,1.0,0.0,2.0,0.4,703.0,188.0,2.0,1.0,0.5,2.4,-189.5,387.0,4.0,0.5,0.25,0.69,312.25,-28.5,4.0,1.0,0.4,2.88,-25.25,631.0,3.0,0.33,0.0,1.86,-136.67,-236.33,3.0,0.67,0.0,0.09,-170.67,-239.0,1.0,0.0,0.0,0.25,-36.0,-4.0,1.0,0.0,1.0,1.0,1.0,1.0
